"","Player","School","G","BPM","rawVORP","normVORP","Salary"
"1","Nick Rene","Air Force",30,-20.3,-0.15,0.32,95090.27
"2","Caleb Morris","Air Force",30,-0.2,0.94,0.37,110394.78
"3","Ryan Swan-Ford","Air Force",30,4.8,4.48,0.54,159988.58
"4","LeSean Brown","Air Force",30,-3.5,-0.12,0.32,95475.34
"5","Abe Kinrade","Air Force",30,-3.3,-0.07,0.32,96269.97
"6","Charles O'Briant","Air Force",30,-24.9,-0.23,0.32,94019.1
"7","Zach Couper","Air Force",30,-12.1,-0.13,0.32,95457.83
"8","Keaton Van Soelen","Air Force",30,-0.2,1,0.37,111171.91
"9","Sid Tomes","Air Force",30,-3,-0.59,0.3,88952.6
"10","A.J. Walker","Air Force",30,-2.3,-0.2,0.32,94484.67
"11","Isaac Monson","Air Force",30,-14.1,-0.17,0.32,94825.4
"12","Ameka Akaya","Air Force",30,-4,-0.49,0.3,90387.83
"13","James Edwards","Air Force",30,-22.2,-0.17,0.32,94868.57
"14","Bryce Hughes","Air Force",30,-1,0.02,0.33,97435.66
"15","Lavelle Scottie","Air Force",30,-2.6,-0.47,0.3,90588.53
"16","Pervis Louder","Air Force",30,-2.6,-0.21,0.32,94313.15
"17","Christopher Joyce","Air Force",30,-2.2,-0.1,0.32,95771.72
"18","Loren Jackson","Akron",32,1.9,3.07,0.47,140187.51
"19","LePear Toles","Akron",32,-0.8,0.03,0.33,97580.06
"20","Emmanuel Olojakpoke","Akron",32,1.5,0.86,0.37,109247.91
"21","Jeremy Roscoe","Akron",32,-0.3,0.43,0.35,103306.78
"22","Scott Walter","Akron",32,-7,-0.23,0.32,93998.53
"23","Mark Kostelac","Akron",32,3.6,0.17,0.33,99614.76
"24","Jaden Sayles","Akron",32,-4.5,-0.51,0.3,90087.73
"25","Marquelle McIntyre","Akron",32,3,0.03,0.33,97608.5
"26","Deng Riak","Akron",32,-0.7,0.7,0.36,107080.83
"27","Tyler Cheese","Akron",32,2,2.83,0.46,136913.38
"28","Daniel Utomi","Akron",32,2.6,3.86,0.51,151320.43
"29","Jimond Ivey","Akron",32,7,7.33,0.67,199912.78
"30","Jake Fischer","Akron",32,-14.5,-0.05,0.32,96541.92
"31","Channel Banks","Akron",32,2.1,2.12,0.43,126872.2
"32","Avery Johnson","Alabama",31,-2.3,-0.07,0.32,96253.37
"33","Tyler Barnes","Alabama",31,-16.3,-0.03,0.33,96741.19
"34","Riley Norris","Alabama",31,5.2,2.66,0.45,134462.7
"35","John Petty","Alabama",31,4.2,4.5,0.54,160165.95
"36","Alex Reese","Alabama",31,3.8,1.52,0.4,118445.88
"37","Donta Hall","Alabama",31,8.4,6.89,0.65,193642.73
"38","Tevin Mack","Alabama",31,1.8,1.96,0.42,124688.19
"39","Lawson Schaffer","Alabama",31,-18.3,-0.18,0.32,94648.75
"40","Daniel Giddens","Alabama",31,-2.3,-0.03,0.33,96836.04
"41","Galin Smith","Alabama",31,-2.5,-0.13,0.32,95368.06
"42","Dazon Ingram","Alabama",31,3.6,2.95,0.47,138582.08
"43","Kira Lewis Jr.","Alabama",31,4.1,4.85,0.55,165074.65
"44","Herb Jones","Alabama",31,3,2.69,0.45,134941.49
"45","Britton Johnson","Alabama",31,11.5,0.03,0.33,97682.96
"46","Brandon Houston","Alabama A&M",32,-10.2,-1.24,0.27,79823.39
"47","Dennis Stallings Jr.","Alabama A&M",32,-10,-0.02,0.33,96963.08
"48","Evan Wiley","Alabama A&M",32,-6.1,-1.9,0.24,70628.92
"49","Tre Todd","Alabama A&M",32,-5.7,-1.57,0.25,75207.01
"50","Walter Jones Jr.","Alabama A&M",32,-6.5,-2.23,0.22,66065.04
"51","Andre Kennedy","Alabama A&M",32,-5.6,-2.53,0.21,61742.93
"52","Amari Goulbourne","Alabama A&M",32,-6.1,-0.55,0.3,89511.23
"53","Brandon Miller","Alabama A&M",32,-5.2,-2.77,0.2,58509.27
"54","Gerron Scissum","Alabama A&M",32,-7.5,-2.94,0.19,56072
"55","Arthur Johnson","Alabama A&M",32,-7.1,-1.46,0.26,76750.55
"56","Jalen Reeder","Alabama A&M",32,-6.7,-2.57,0.21,61183.93
"57","Shaquille Seville","Alabama A&M",32,-14.3,-1.11,0.27,81617.44
"58","Brandon Wright","Alabama A&M",32,-6.8,-1.15,0.27,81105.48
"59","Brandon Powell","Alabama A&M",32,-6.6,-0.56,0.3,89425.91
"60","Branden Johnson","Alabama State",30,-5.6,-1.53,0.25,75760.1
"61","Austin Rogers","Alabama State",30,-6.3,-0.99,0.28,83327.18
"62","Gene Davis","Alabama State",30,-9.1,-1.56,0.25,75354.04
"63","Ed Jones","Alabama State",30,-9.7,-1.67,0.25,73865.13
"64","Tobi Ewuosho","Alabama State",30,-4.6,-1.4,0.26,77566.4
"65","Jacoby Ross","Alabama State",30,-5.6,-2.9,0.19,56646.97
"66","Therrell Gosier II","Alabama State",30,-4.7,-0.15,0.32,95083.27
"67","AJ Farrar","Alabama State",30,1.7,0.92,0.37,110048.23
"68","John Sellars","Alabama State",30,-8.8,0,0.33,97225.62
"69","Fausto Pichardo","Alabama State",30,-1.5,0.22,0.34,100329.47
"70","Leon Freeman-Daniels","Alabama State",30,-2.2,-0.12,0.32,95557.02
"71","Reginald Gee","Alabama State",30,-5,-2.18,0.22,66665.61
"72","Azariah Seay","Alabama State",30,-6,-0.41,0.31,91531.36
"73","Kevin Holston","Alabama State",30,-9.8,-3.36,0.17,50170.91
"74","Cameron Healy","Albany (NY)",32,-0.8,1.03,0.38,111704.87
"75","Brent Hank","Albany (NY)",32,-4.3,-0.79,0.29,86205.38
"76","Malachi De Sousa","Albany (NY)",32,-3.5,-0.42,0.31,91384.04
"77","Ahmad Clark","Albany (NY)",32,0.5,1.92,0.42,124163.63
"78","Nick Fruscio","Albany (NY)",32,-17.3,-0.1,0.32,95886.65
"79","Rayshawn Miller","Albany (NY)",32,-6.4,-1.56,0.25,75325.16
"80","Adam Lulka","Albany (NY)",32,-2,0,0.33,97225.62
"81","Antonio Rizzuto","Albany (NY)",32,-3.5,-0.78,0.29,86280.86
"82","Philip Flory","Albany (NY)",32,-12.3,-0.37,0.31,92042.59
"83","Devonte Campbell","Albany (NY)",32,-3.5,-1.05,0.28,82523.21
"84","Sasha French","Albany (NY)",32,-9.2,-0.7,0.29,87380.26
"85","Reece Brooks","Albany (NY)",32,-17,-1.08,0.28,82129.4
"86","Kendall Lauderdale","Albany (NY)",32,-7.5,-1.58,0.25,75084.49
"87","Devon Brewer","Alcorn State",31,-6.5,-2.28,0.22,65263.12
"88","TyQuayion Smith","Alcorn State",31,-13.3,-0.9,0.28,84593.07
"89","David Robinson","Alcorn State",31,-2.8,-0.02,0.33,96909.44
"90","Alonzo Campbell","Alcorn State",31,-9.8,-1.87,0.24,71066.17
"91","Jael Scott","Alcorn State",31,-7,-2.91,0.19,56460.87
"92","Khari Jabriel Allen","Alcorn State",31,-12.1,-2.62,0.2,60501.21
"93","Kobe Wilson","Alcorn State",31,-4.8,-0.89,0.28,84736.48
"94","Harold Givens","Alcorn State",31,-5.9,-0.51,0.3,90047.19
"95","Jonathan Floyd","Alcorn State",31,1.7,0.18,0.34,99774.27
"96","DeShaw Andrews","Alcorn State",31,-5.1,-1.44,0.26,77062.32
"97","Maurice Howard","Alcorn State",31,-5.4,-3.1,0.18,53879.48
"98","Reginald Johnson","Alcorn State",31,-8.2,-3.17,0.18,52838.34
"99","Noah Plain","Alcorn State",31,-13.8,-0.8,0.29,86032.82
"100","Khari Jabriel Allen","Alcorn State",31,-12.8,-2.72,0.2,59175.51
"101","Troymain Crosby","Alcorn State",31,-7.6,-3.46,0.16,48786.71
"102","Matt Cimino","American",30,2,0.02,0.33,97505.67
"103","Laurynas Motuzis","American",30,-1.8,0.14,0.33,99122.93
"104","Christian Sutton","American",30,-49.8,-0.12,0.32,95552.35
"105","Jesse Little","American",30,-4.7,-0.04,0.32,96658.53
"106","Josh Alexander","American",30,-5.8,-1.06,0.28,82415.86
"107","Yilret Yiljep","American",30,-8,-0.96,0.28,83783.42
"108","Mark Gasperini","American",30,-3.7,-1.03,0.28,82764.75
"109","Cheikh Diallo","American",30,-10.3,-0.84,0.29,85410.02
"110","Justin Perez","American",30,-46.4,-0.11,0.32,95671.37
"111","Sa'eed Nelson","American",30,4,5.47,0.58,173888.2
"112","Stacy Beckton","American",30,1.3,2.27,0.43,129031.84
"113","Jacob Boonyasith","American",30,-4.5,-1.03,0.28,82844.1
"114","Sam Iorio","American",30,0.4,2.01,0.42,125398.24
"115","Marvin Bragg","American",30,-3.6,-0.61,0.3,88618.88
"116","Alex Barcello","Arizona",31,2.2,0.96,0.37,110647.5
"117","Brandon Randolph","Arizona",31,0.5,1.83,0.41,122830.63
"118","Jake Desjardins","Arizona",31,2.5,0.08,0.33,98394.36
"119","Chase Jeter","Arizona",31,4.4,3.7,0.5,148970.88
"120","Ira Lee","Arizona",31,3.8,2.46,0.44,131610.29
"121","Dylan Smith","Arizona",31,1.1,1.88,0.42,123549.94
"122","Devonaire Doutrive","Arizona",31,5.7,1.7,0.41,121049.85
"123","Justin Coleman","Arizona",31,2.7,3.63,0.5,148069.77
"124","Kory Jones","Arizona",31,-0.9,0,0.33,97262.89
"125","Emmanuel Akot","Arizona",31,-0.1,0.5,0.35,104262.91
"126","Ryan Luther","Arizona",31,6.4,5.22,0.57,170358.26
"127","Brandon Williams","Arizona",31,4,3.4,0.49,144856.02
"128","Matt Weyand","Arizona",31,4.2,0.03,0.33,97715.7
"129","Vitaliy Shibel","Arizona State",30,-6.3,-0.18,0.32,94716.88
"130","Jordan Salzman","Arizona State",30,-11.1,-0.04,0.33,96694.7
"131","Remy Martin","Arizona State",30,4.3,4.91,0.56,165959.4
"132","Jack Roggin","Arizona State",30,-1.4,0,0.33,97239.63
"133","Elias Valtonen","Arizona State",30,4.2,0.39,0.35,102651.51
"134","Luguentz Dort","Arizona State",30,3.9,4.6,0.54,161664.19
"135","Romello White","Arizona State",30,2.4,2.68,0.45,134705.1
"136","Trev Thompson","Arizona State",30,-7.8,-0.03,0.33,96819.56
"137","Rob Edwards","Arizona State",30,1.3,1.88,0.42,123602.45
"138","Mickey Mitchell","Arizona State",30,1.6,0.16,0.33,99451.99
"139","Kyle Feit","Arizona State",30,-7.6,-0.02,0.33,96898.9
"140","Kimani Lawrence","Arizona State",30,2.4,2.75,0.46,135680.6
"141","Grant Fogerty","Arizona State",30,-5.2,-0.02,0.33,97001.59
"142","Zylan Cheatham","Arizona State",30,6.5,6.88,0.65,193532.25
"143","Taeshon Cherry","Arizona State",30,2.7,1.86,0.41,123220.89
"144","De'Quon Lake","Arizona State",30,5.8,2.55,0.45,132994.49
"145","Daniel Gafford","Arkansas",31,8.8,7.72,0.69,205278.18
"146","Mason Jones","Arkansas",31,6,5.9,0.6,179884.34
"147","Keyshawn Embery","Arkansas",31,0.4,0.92,0.37,110098.7
"148","Jordan Phillips","Arkansas",31,-20.5,-0.57,0.3,89287.22
"149","Jonathan Holmes","Arkansas",31,-13.3,-0.1,0.32,95822.01
"150","Jalen Harris","Arkansas",31,0.4,1.83,0.41,122917.58
"151","Adrio Bailey","Arkansas",31,2.7,2.21,0.43,128114.24
"152","Ty Stevens","Arkansas",31,15.1,0.03,0.33,97611.82
"153","Gabe Osabuohien","Arkansas",31,2.9,1.76,0.41,121848.21
"154","Isaiah Joe","Arkansas",31,8.4,7.75,0.69,205738.9
"155","Desi Sills","Arkansas",31,0.5,1.01,0.37,111397.3
"156","Reggie Chaney","Arkansas",31,4.9,2.75,0.46,135716.13
"157","Ethan Henderson","Arkansas",31,9.2,0.25,0.34,100766.85
"158","Grantham Gillard","Arkansas State",32,-0.7,0.96,0.37,110650.32
"159","Tristin Walley","Arkansas State",32,-1,0.62,0.36,105911.42
"160","Canberk Kus","Arkansas State",32,-2.6,-0.18,0.32,94659.26
"161","Christian Willis","Arkansas State",32,-6.5,-1.12,0.27,81571.49
"162","Shaquillo Fritz","Arkansas State",32,-1.9,0.02,0.33,97545.05
"163","Kobe Wilson","Arkansas State",32,-9.1,-1.36,0.26,78196.72
"164","J.J. Matthews","Arkansas State",32,-5.1,-0.92,0.28,84406.96
"165","Salif Boudie","Arkansas State",32,-0.8,0.44,0.35,103421.64
"166","Jake Scoggins","Arkansas State",32,-4.5,-0.12,0.32,95530.03
"167","Jonathan Adams Jr.","Arkansas State",32,-14.5,-0.11,0.32,95721.47
"168","Malik Brevard","Arkansas State",32,-1.1,0.35,0.34,102128.61
"169","Ty Cockfield","Arkansas State",32,0.9,2.54,0.45,132819.9
"170","Marquis Eaton","Arkansas State",32,-4.2,-1.76,0.24,72629.71
"171","Morgan McKay","Arkansas State",32,-34.2,-0.03,0.33,96873.38
"172","Will Culliton","Army",32,-6,0,0.33,97225.62
"173","Jordan Coleman","Army",32,-6,-0.01,0.33,97138.11
"174","John Emezie","Army",32,1.6,1.52,0.4,118530.99
"175","John Miller","Army",32,-7.9,-0.09,0.32,95999.33
"176","Ben Kinker","Army",32,-6.3,-0.3,0.31,92992.12
"177","Matthew Wilson","Army",32,-4.3,-1.52,0.26,75914.78
"178","Lonnie Grayson","Army",32,-1.8,0.08,0.33,98277.98
"179","Thomas Funk","Army",32,-0.4,1.33,0.39,115866.18
"180","Alex King","Army",32,-4,-1.02,0.28,82982.66
"181","Parker Fennema","Army",32,-6,-0.01,0.33,97138.11
"182","Brendan Thiele","Army",32,-28.7,-0.17,0.32,94888.99
"183","Nick Finke","Army",32,-14.9,-0.09,0.32,95955.57
"184","Jacob Kessler","Army",32,-0.4,0.57,0.35,105154.42
"185","Tucker Blackwell","Army",32,-2.3,-0.06,0.32,96372.36
"186","Mark Madden","Army",32,-9.9,-0.07,0.32,96188.58
"187","Aaron Duhart","Army",32,-5,-0.96,0.28,83737.47
"188","Josh Caldwell","Army",32,-3.6,-0.44,0.31,91047.11
"189","Jordan Fox","Army",32,-1.9,0.07,0.33,98167.5
"190","John Scully","Army",32,1.8,0.1,0.33,98555.84
"191","Cayne Edwards","Army",32,-2.3,-0.07,0.32,96231.24
"192","Horace Spencer","Auburn",31,5.8,2.94,0.47,138358.5
"193","Danjel Purifoy","Auburn",31,2.9,0.78,0.36,108125.96
"194","Austin Wiley","Auburn",31,1.3,0.82,0.37,108702.99
"195","Jared Harper","Auburn",31,5.9,6.63,0.64,190002.13
"196","Anfernee McLemore","Auburn",31,6.5,4.12,0.52,154911.7
"197","Myles Parker","Auburn",31,-20.2,-0.37,0.31,92087.68
"198","Preston Cook","Auburn",31,14.3,0.13,0.33,99066.25
"199","Will Macoy","Auburn",31,5.7,0.14,0.33,99138.52
"200","Chase Maasdorp","Auburn",31,-15.5,-0.2,0.32,94481.62
"201","Thomas Collier","Auburn",31,-12,-0.09,0.32,95983.48
"202","Cole Blackstock","Auburn",31,7,0.15,0.33,99258.21
"203","Malik Dunbar","Auburn",31,6.6,3.8,0.51,150443.38
"204","Devontae Williams","Auburn",31,-2.1,0,0.33,97214.33
"205","Chuma Okeke","Auburn",31,12.7,10.82,0.84,248779.03
"206","Samir Doughty","Auburn",31,7.6,5.81,0.6,178637.68
"207","J'Von McCormick","Auburn",31,5.4,1.99,0.42,125051.8
"208","Bryce Brown","Auburn",31,6.1,6.38,0.63,186588.5
"209","Ivan Cucak","Austin Peay",33,-1.7,0.04,0.33,97804.81
"210","Matheus Silveira","Austin Peay",33,0.3,0.11,0.33,98787.09
"211","Zach Glotta","Austin Peay",33,1,2.07,0.42,126153.09
"212","Isaiah Hart","Austin Peay",33,-2.2,-0.04,0.32,96644.32
"213","Antwuan Butler","Austin Peay",33,-4.6,-0.91,0.28,84538.69
"214","Jashaun Garrison","Austin Peay",33,-30.5,-0.13,0.32,95411.69
"215","Chris Porter-Bunton","Austin Peay",33,1.1,1.97,0.42,124749.68
"216","Richard Henderson","Austin Peay",33,-2.7,-0.09,0.32,95911.32
"217","Jabari McGhee","Austin Peay",33,1.4,1.61,0.4,119767.2
"218","Terry Taylor","Austin Peay",33,4.9,5.71,0.6,177153.28
"219","Dayton Gumm","Austin Peay",33,0.9,1.01,0.37,111314.9
"220","Jarrett Givens","Austin Peay",33,1.9,2.01,0.42,125316.14
"221","Steve Harris","Austin Peay",33,-3.2,-0.83,0.29,85616.45
"222","Austin Nehls","Ball State",32,0.6,0.76,0.36,107806.11
"223","K.J. Walton","Ball State",32,1.5,2.26,0.43,128927.7
"224","Ishmael El-Amin","Ball State",32,0.4,0.73,0.36,107438.55
"225","Kyle Mallers","Ball State",32,1,2.21,0.43,128140.07
"226","Blake Huggins","Ball State",32,-0.9,0.07,0.33,98236.41
"227","Brachen Hazen","Ball State",32,-0.2,0.41,0.35,102916.24
"228","Trey Moses","Ball State",32,2.5,3.08,0.47,140348.32
"229","Josh Thompson","Ball State",32,-1.4,0.2,0.34,99969.2
"230","Tahjai Teague","Ball State",32,4.7,4.74,0.55,163556.03
"231","Zach Gunn","Ball State",32,0.4,0.7,0.36,106965.97
"232","Tayler Persons","Ball State",32,1.4,2.72,0.45,135274.68
"233","Freddie Gillespie","Baylor",31,7.2,3.05,0.47,139923.59
"234","Jared Butler","Baylor",31,4.4,4.23,0.53,156486.96
"235","Makai Mason","Baylor",31,1.4,2.18,0.43,127748.37
"236","King McClure","Baylor",31,5.2,4.16,0.52,155520.34
"237","Darius Allen","Baylor",31,3.2,0.47,0.35,103743.47
"238","Mario Kegler","Baylor",31,2.2,2.37,0.44,130472.04
"239","Matthew Mayer","Baylor",31,1.4,1.04,0.38,111815.11
"240","Obim Okeke","Baylor",31,-4.9,-0.07,0.32,96210.46
"241","Devonte Bandoo","Baylor",31,4.2,3.31,0.48,143643.24
"242","Flo Thamba","Baylor",31,3.9,1.5,0.4,118278.75
"243","Mark Vital","Baylor",31,6.8,6.12,0.62,182982.91
"244","Tristan Clark","Baylor",31,14.3,5.48,0.58,173979.66
"245","Seth Adelsperger","Belmont",31,1.8,1.16,0.38,113531.52
"246","Tate Pierson","Belmont",31,-2,0,0.33,97225.62
"247","Michael Benkert","Belmont",31,-0.4,0.84,0.37,108951.42
"248","Grayson Murphy","Belmont",31,2.5,3.34,0.48,144026.04
"249","Michael Mayernick","Belmont",31,-5.3,-0.08,0.32,96144.96
"250","Adam Kunkel","Belmont",31,-2.1,-0.02,0.33,96978.32
"251","Kevin McClain","Belmont",31,1.9,3.23,0.48,142454.17
"252","Garrett Suedekum","Belmont",31,-2.4,-0.01,0.33,97022.36
"253","Derek Sabin","Belmont",31,-3.4,-0.09,0.32,95929.28
"254","Dylan Windler","Belmont",31,9.5,9.44,0.77,229423.11
"255","Caleb Hollander","Belmont",31,-0.9,0.38,0.34,102591.66
"256","Nick Muszynski","Belmont",31,7.8,5.93,0.61,180223.11
"257","Nick Hopkins","Belmont",31,0.7,1.17,0.38,113628.64
"258","Leon Redd","Bethune-Cookman",30,-5.1,-0.74,0.29,86880.26
"259","Wali Parks","Bethune-Cookman",30,-5.3,-1.47,0.26,76586.24
"260","Isaiah Bailey","Bethune-Cookman",30,-3,-0.06,0.32,96420.49
"261","Ulmer Manzie","Bethune-Cookman",30,-18.5,-0.16,0.32,94915.24
"262","Cletrell Pope","Bethune-Cookman",30,-0.8,0.89,0.37,109729.67
"263","Malik Maitland","Bethune-Cookman",30,-1.2,0.55,0.35,104964.23
"264","Danny Harris","Bethune-Cookman",30,-0.2,0.02,0.33,97456.66
"265","Houston Smith","Bethune-Cookman",30,-4.6,-1.43,0.26,77141.66
"266","Davis Francis","Bethune-Cookman",30,-5.6,-0.54,0.3,89706.39
"267","Mark Gordon","Bethune-Cookman",30,-6.7,-2.31,0.22,64813.81
"268","Shawntrez Davis","Bethune-Cookman",30,-3,-0.5,0.3,90247.81
"269","Soufiyane Diakite","Bethune-Cookman",30,-2.1,-0.03,0.33,96782.22
"270","Armani Collins","Bethune-Cookman",30,-4.5,-0.67,0.3,87890.76
"271","Jeremiah Gilyard","Bethune-Cookman",30,-8.6,-0.07,0.32,96224.46
"272","Dondre Duffus","Bethune-Cookman",30,-4.4,-1.34,0.26,78434.54
"273","Richard Caldwell","Binghamton",33,-9.9,-3.02,0.18,54905.8
"274","Everson Davis","Binghamton",33,-6.3,-2.33,0.22,64657.55
"275","Leo Gallagher","Binghamton",33,-12.1,-0.21,0.32,94332.88
"276","J.C. Show","Binghamton",33,-3.8,-1.49,0.26,76298.55
"277","Caleb Stewart","Binghamton",33,-1.9,0.08,0.33,98329.89
"278","Calvin Poulina","Binghamton",33,-13.2,-1.32,0.26,78810.48
"279","Chancellor Barnard","Binghamton",33,-1.2,0.61,0.36,105728.84
"280","Sam Sessoms","Binghamton",33,-4.8,-2.4,0.21,63603.14
"281","Albert Odero","Binghamton",33,-10.2,-0.66,0.3,87918.34
"282","Timmy Rose","Binghamton",33,-8.7,-2.41,0.21,63466.3
"283","Tyler Stewart","Binghamton",33,-19,-0.68,0.29,87667.99
"284","Calistus Anyichie","Binghamton",33,-2.3,-0.07,0.32,96296.38
"285","Zach Haney","Boise State",31,1.6,1.76,0.41,121819.98
"286","Derrick Alston","Boise State",31,2.1,2.82,0.46,136764.04
"287","David Wacker","Boise State",31,2.8,2.07,0.42,126278.13
"288","Alex Hobbs","Boise State",31,0.3,1.62,0.4,119873.21
"289","Justinian Jessup","Boise State",31,4.5,5.71,0.6,177230.68
"290","Roderick Williams","Boise State",31,1.2,1.32,0.39,115762.86
"291","Pat Dembley","Boise State",31,-4.4,-0.97,0.28,83702.11
"292","Malek Harwell","Boise State",31,-1.3,0.16,0.33,99510.03
"293","Marcus Dickinson","Boise State",31,1.5,2.79,0.46,136313.49
"294","Lucas Kraljevic","Boston College",31,-2.2,-0.02,0.33,96934.28
"295","Gordon Gehan","Boston College",31,-11,-0.02,0.33,96920.73
"296","Ky Bowman","Boston College",31,6.2,8.07,0.71,210192.54
"297","Will Jackowitz","Boston College",31,-3.2,0,0.33,97225.62
"298","Matt DiLuccio","Boston College",31,-3.2,0,0.33,97225.62
"299","Jared Hamilton","Boston College",31,-1.1,0.36,0.34,102246.12
"300","Wynston Tabbs","Boston College",31,3.4,2.05,0.42,125946.14
"301","Jordan Chatman","Boston College",31,0.4,1.86,0.41,123215.69
"302","Vin Baker Jr.","Boston College",31,-1.2,0.05,0.33,97948.32
"303","Steffon Mitchell","Boston College",31,8.2,6.47,0.63,187757.24
"304","Nik Popovic","Boston College",31,2.8,3.21,0.48,142105.24
"305","Chris Herren Jr.","Boston College",31,-1.2,0.31,0.34,101543.75
"306","Johncarlos Reyes","Boston College",31,-5.2,-0.46,0.31,90829.74
"307","Avery Wilson","Boston College",31,-3.1,-0.03,0.33,96852.98
"308","Ervins Meznieks","Boston College",31,1,0.03,0.33,97598.26
"309","Jairus Hamilton","Boston College",31,-2.1,-0.05,0.32,96519.86
"310","Ari Boya","Bradley",34,-3.2,-0.08,0.32,96101.32
"311","Armon Brummett","Bradley",34,-6,-0.4,0.31,91583.52
"312","Darrell Brown","Bradley",34,-0.8,1.01,0.37,111310.29
"313","Ja'Shon Henry","Bradley",34,-0.9,0.27,0.34,101064.93
"314","Dwayne Lautier-Ogunleye","Bradley",34,1.9,2.89,0.46,137660.34
"315","Luqman Lundy","Bradley",34,0.9,0.99,0.37,111079.66
"316","Koch Bar","Bradley",34,1.3,1.47,0.4,117815.18
"317","Antoine Pittman","Bradley",34,-2.3,-0.05,0.32,96493.59
"318","Luuk van Bree","Bradley",34,0.8,1.18,0.38,113773.04
"319","Elijah Childs","Bradley",34,0,1.47,0.4,117776.05
"320","Peter Hanley","Bradley",34,-5.1,-0.04,0.32,96651.12
"321","Nate Kennell","Bradley",34,1.3,2.31,0.44,129502.98
"322","Jayden Hodgson","Bradley",34,-5.3,-0.64,0.3,88221.94
"323","Jaylan Gainey","Brown",30,3.3,0.21,0.34,100132.27
"324","Matt DeWolf","Brown",30,0,0.57,0.35,105206.93
"325","Brandon Anderson","Brown",30,-2.7,-0.32,0.31,92684.21
"326","Tamenang Choh","Brown",30,3.9,4.59,0.54,161457.66
"327","Desmond Cambridge","Brown",30,-1.1,0.64,0.36,106257.1
"328","Davis Franks","Brown",30,-3.6,-0.05,0.32,96572.18
"329","Zach Hunsaker","Brown",30,-1,0.62,0.36,105895.38
"330","Joshua Howard","Brown",30,2.7,1.61,0.4,119765.82
"331","Jake Shaper","Brown",30,-6.7,-0.12,0.32,95580.35
"332","Travis Fuller","Brown",30,-6.7,-0.27,0.31,93496.34
"333","David Mitchell","Brown",30,-1.6,0.13,0.33,99045.92
"334","Chris Sullivan","Brown",30,-1.9,0.03,0.33,97634.02
"335","George Mawanda-Kalema","Brown",30,-3.1,-0.26,0.31,93644.54
"336","Obi Okolie","Brown",30,1.4,2.7,0.45,134994.48
"337","Thomas Shaughnessy","Brown",30,-5.7,-0.17,0.32,94894.24
"338","Juan Cardenas","Bryant",30,1.2,1.72,0.41,121346.91
"339","Patrick Harding","Bryant",30,-5.1,-1.36,0.26,78235.01
"340","Adam Grant","Bryant",30,-3.5,-1.33,0.26,78585.07
"341","Joe Kasperzyk","Bryant",30,-5.6,-2.27,0.22,65468.41
"342","Brandon Carroll","Bryant",30,-1,0.1,0.33,98672.53
"343","Taylor McHugh","Bryant",30,-5.9,-2.21,0.22,66326.06
"344","Byron Hawkins","Bryant",30,-5.9,-2.89,0.19,56815
"345","Kyle Cardaci","Bryant",30,-21.9,-0.33,0.31,92581.53
"346","Nino Hernandez","Bryant",30,-6.7,-0.5,0.3,90205.8
"347","Dren Dedushaj","Bryant",30,-9.8,-0.06,0.32,96315.47
"348","Mantvydas Urmilevicius","Bryant",30,-14.8,-0.62,0.3,88562.87
"349","Tanner Johnson","Bryant",30,-11.4,-1.77,0.24,72436.89
"350","Sebastian Townes","Bryant",30,-5.5,-2.55,0.21,61490.6
"351","Kimbal MacKenzie","Bucknell",32,1.7,3.16,0.48,141505.7
"352","Kahliel Spear","Bucknell",32,-9.6,-0.2,0.32,94482.05
"353","Ben Robertson","Bucknell",32,-1,0.16,0.33,99402.54
"354","Jimmy Sotos","Bucknell",32,-0.2,1.29,0.39,115222.95
"355","Paul Newman","Bucknell",32,0.2,0.72,0.36,107285.4
"356","Nate Sestina","Bucknell",32,2.5,2.92,0.46,138083.89
"357","Jordan Sechan","Bucknell",32,-13.2,-0.16,0.32,95020.26
"358","Nate Jones","Bucknell",32,-1.6,0.1,0.33,98603.97
"359","Walter Ellis","Bucknell",32,-2.8,-0.14,0.32,95291.56
"360","Bruce Moore","Bucknell",32,0.2,1.41,0.39,116984.18
"361","Avi Toomer","Bucknell",32,3,3.15,0.48,141310.98
"362","Andrew Funk","Bucknell",32,-2.7,-0.25,0.32,93756.77
"363","Matt O'Reilly","Bucknell",32,-21.7,-0.23,0.32,93993.06
"364","John Meeks","Bucknell",32,-1.3,0.16,0.33,99446.3
"365","Montell McRae","Buffalo",31,5.6,3.08,0.47,140393.35
"366","Dontay Caruthers","Buffalo",31,5.9,4.43,0.54,159314.52
"367","Jayvon Graves","Buffalo",31,7.6,5.88,0.6,179504.92
"368","Tra'Von Fagan","Buffalo",31,7,0.57,0.35,105254.36
"369","C.J. Massinburg","Buffalo",31,11.2,10.29,0.81,241363.46
"370","Jeremy Harris","Buffalo",31,5,5.42,0.58,173188.08
"371","Ronaldo Segu","Buffalo",31,-2.1,-0.02,0.33,96893.63
"372","Dominic Johnson","Buffalo",31,3.7,0.05,0.33,97933.64
"373","Davonta Jordan","Buffalo",31,3.6,3.61,0.5,147751.33
"374","Nick Perkins","Buffalo",31,1.7,2.42,0.44,131068.27
"375","Brock Bertram","Buffalo",31,-0.4,0.07,0.33,98273.54
"376","Jeenathan Williams","Buffalo",31,-4.1,-0.49,0.3,90396.12
"377","Christian David","Butler",31,5.6,1.96,0.42,124602.37
