"","Player","School","G","BPM","rawVORP","normVORP","Salary"
"2693","Myles Carter","Seattle",31,-2.8,-0.59,0.3,88968.78
"2694","Michael Nzei","Seton Hall",30,4,4.29,0.53,157295.47
"2695","Jared Rhoden","Seton Hall",30,2.6,1.45,0.39,117461.28
"2696","Romaro Gill","Seton Hall",30,4.3,1.33,0.39,115824.17
"2697","Shavar Reynolds","Seton Hall",30,3.1,1.03,0.38,111686.49
"2698","Taurean Thompson","Seton Hall",30,-3.5,-0.35,0.31,92377.33
"2699","Myles Cale","Seton Hall",30,2.3,3.24,0.48,142533.55
"2700","Quincy McKnight","Seton Hall",30,3.3,3.76,0.5,149916.26
"2701","Sandro Mamukelashvili","Seton Hall",30,6.1,5.8,0.6,178508.95
"2702","Anthony Nelson","Seton Hall",30,-4.1,-0.55,0.3,89555.87
"2703","Myles Powell","Seton Hall",30,8.9,9.8,0.79,234460.96
"2704","Asiah Avent","Seton Hall",30,-16.8,-0.09,0.32,96016.76
"2705","Darnell Brodie","Seton Hall",30,-9.1,-0.31,0.31,92834.74
"2706","Jalen Pickett","Siena",33,5.6,7.05,0.66,195984.24
"2707","Kadeem Smithen","Siena",33,0,0.97,0.37,110782.39
"2708","Manny Camper","Siena",33,-3.7,-0.98,0.28,83556.41
"2709","Evan Fisher","Siena",33,-6.1,-3.21,0.18,52341.9
"2710","Sloan Seymour","Siena",33,-5.7,-2.46,0.21,62725.87
"2711","Kevin Degnan","Siena",33,-0.4,1.34,0.39,116031.13
"2712","Paulo Morastoni","Siena",33,-15.6,-0.1,0.32,95782.96
"2713","Braedon Bayer","Siena",33,-13.6,-0.47,0.3,90703.95
"2714","Denzel Tchougang","Siena",33,-13.9,-1.01,0.28,83087.55
"2715","Thomas Huerter Jr.","Siena",33,-8.3,-0.84,0.29,85463.69
"2716","Jimmy Ratliff","Siena",33,-5.1,-0.78,0.29,86340.96
"2717","Robert Mahala","Siena",33,-8.9,0,0.33,97225.62
"2718","Sammy Friday","Siena",33,-10.5,-0.84,0.29,85413.84
"2719","Georges Darwiche","Siena",33,-11.2,-1.88,0.24,70875.85
"2720","Trhae Mitchell","South Alabama",32,4.3,5.35,0.58,172139
"2721","Josh Ajayi","South Alabama",32,0.6,1.96,0.42,124729.2
"2722","Kory Holden","South Alabama",32,-3,-0.4,0.31,91559.07
"2723","R.J. Kelly","South Alabama",32,-1.3,0.46,0.35,103627.3
"2724","John Pettway","South Alabama",32,-1.3,0.31,0.34,101567.43
"2725","Herb McGee","South Alabama",32,-2.6,-0.43,0.31,91233.08
"2726","Jordan Andrews","South Alabama",32,-4.7,-0.66,0.3,87921.75
"2727","Rodrick Sikes","South Alabama",32,-3.9,-1.38,0.26,77916.67
"2728","Abdul Dial","South Alabama",32,-5.5,-0.42,0.31,91329.34
"2729","Kevin Morris","South Alabama",32,-5.1,-0.46,0.31,90782.38
"2730","Maik Kotsar","South Carolina",31,2.7,2.63,0.45,134058.44
"2731","Hassani Gravett","South Carolina",31,5.1,5.22,0.57,170344.71
"2732","Nathan Nelson","South Carolina",31,-7.2,-0.03,0.33,96873.31
"2733","T.J. Moss","South Carolina",31,-1.9,0.01,0.33,97388.23
"2734","Justin Minaya","South Carolina",31,4.4,0.66,0.36,106476.17
"2735","Evan Hinson","South Carolina",31,-5.5,-0.4,0.31,91613.41
"2736","A.J. Lawson","South Carolina",31,4.1,4.21,0.52,156119.96
"2737","Jason Cudd","South Carolina",31,-6.9,-0.11,0.32,95676.34
"2738","Tre Campbell","South Carolina",31,1.1,2.06,0.42,126105.36
"2739","Felipe Haase","South Carolina",31,3.1,2.95,0.47,138517.72
"2740","Chris Silva","South Carolina",31,8.4,6.86,0.65,193290.41
"2741","Raymond Borup","South Carolina",31,3.2,0.02,0.33,97460.5
"2742","Alanzo Frink","South Carolina",31,-0.5,0.25,0.34,100765.72
"2743","Keyshawn Bryant","South Carolina",31,0.1,1.26,0.39,114844.8
"2744","Matt Johns","South Dakota",30,-2.5,-0.12,0.32,95487
"2745","Jay Harvey","South Dakota",30,-9.8,-0.29,0.31,93129.95
"2746","Nathan Robinson","South Dakota",30,-12.5,-1.55,0.25,75539.57
"2747","Jack Stensgard","South Dakota",30,23.7,0.04,0.33,97825.39
"2748","Caleb Cline","South Dakota",30,-6.6,-0.02,0.33,96957.25
"2749","Cody Kelley","South Dakota",30,-0.7,0.9,0.37,109770.51
"2750","Dan Jech","South Dakota",30,-4.6,-0.3,0.31,92978.26
"2751","Logan Power","South Dakota",30,-1.7,0.05,0.33,97869.73
"2752","Trey Burch-Manning","South Dakota",30,-1.2,0.54,0.35,104852.21
"2753","Triston Simpson","South Dakota",30,-0.1,1.76,0.41,121901.17
"2754","Stanley Umude","South Dakota",30,0.9,1.93,0.42,124195.21
"2755","Tyler Peterson","South Dakota",30,-2.2,-0.17,0.32,94903.58
"2756","Brandon Armstrong","South Dakota",30,-2.8,-0.42,0.31,91391.33
"2757","TJ Lang","South Florida",31,0.2,1.02,0.37,111510.22
"2758","Antun Maricevic","South Florida",31,2.5,1.6,0.4,119685.76
"2759","David Collins","South Florida",31,2.9,3.93,0.51,152280.62
"2760","Alexis Yetna","South Florida",31,4.9,4.77,0.55,164077.55
"2761","Ron Lubin","South Florida",31,-12.4,-0.07,0.32,96286.11
"2762","Justin Brown","South Florida",31,3.3,3.06,0.47,140017.32
"2763","Xavier Castaneda","South Florida",31,-2.5,-0.25,0.32,93741.99
"2764","Michael Durr","South Florida",31,0.7,1.39,0.39,116738.5
"2765","Rashun Williams","South Florida",31,-0.2,0.18,0.34,99746.04
"2766","Nikola Scekic","South Florida",31,-9.4,-0.29,0.31,93214.64
"2767","Mayan Kiir","South Florida",31,-1.2,0.26,0.34,100857.19
"2768","Mark Calleja","South Florida",31,1.5,0.05,0.33,97857.98
"2769","Laquincy Rideau","South Florida",31,5,4.98,0.56,167022.55
"2770","Marcel Burton","Southern",32,-7.1,-0.43,0.31,91256.05
"2771","Alex Ennis","Southern",32,-5.5,-1.25,0.27,79728.22
"2772","Trevor Blackmon","Southern",32,-24,-0.36,0.31,92171.67
"2773","Jayden Saddler","Southern",32,-3.3,-0.82,0.29,85706.55
"2774","Mubashar Ali","Southern",32,-17.9,-0.16,0.32,94964.47
"2775","Richard Lee","Southern",32,-3.6,-1.02,0.28,82960.78
"2776","Eddie Reese","Southern",32,-2.5,-0.18,0.32,94643.95
"2777","LaQuentin Collins","Southern",32,-14.1,-0.17,0.32,94843.04
"2778","Osa Wilson","Southern",32,-3.7,-0.29,0.31,93171.52
"2779","Aaron Ray","Southern",32,-4.9,-1.63,0.25,74384.38
"2780","Brendon Brooks","Southern",32,-8.6,-2.05,0.23,68490.29
"2781","Torrey Mayo","Southern",32,-8.5,-0.01,0.33,97083.41
"2782","Hassan Hussein","Southern",32,-8.6,-1.11,0.27,81702.76
"2783","Bryan Assie","Southern",32,-5.1,-1.22,0.27,80134.07
"2784","Sidney Umude","Southern",32,-7.1,-3.47,0.16,48632.18
"2785","Isaiah Rollins","Southern",32,-9.3,-1.42,0.26,77341.27
"2786","Destin Dunton","Southern",32,-6,-1,0.28,83223.33
"2787","DeRias Johnson","Southern",32,-7.5,-0.93,0.28,84169.58
"2788","Maizen Fausett","Southern Utah",29,-3,-0.32,0.31,92674.88
"2789","Jacob Calloway","Southern Utah",29,-1.4,0.38,0.34,102483.73
"2790","Dillon Glendenning","Southern Utah",29,-7.5,0,0.33,97225.62
"2791","Dre Marin","Southern Utah",29,-2.8,-0.59,0.3,88911.16
"2792","Harrison Butler","Southern Utah",29,-1.8,0.12,0.33,98937.28
"2793","Josh Cornish","Southern Utah",29,-2.8,-0.03,0.33,96829.7
"2794","Andre Adams","Southern Utah",29,-2.9,-0.51,0.3,90098.94
"2795","Ivan Madunic","Southern Utah",29,-2.4,-0.11,0.32,95690.2
"2796","Dwayne Morgan","Southern Utah",29,-3.4,-0.11,0.32,95704.68
"2797","Matthew Johnson","Southern Utah",29,-12.6,-0.24,0.32,93898.87
"2798","Elijah Graves","Southern Utah",29,-19.6,-0.18,0.32,94676.24
"2799","Dato Aphkhazava","Southern Utah",29,-12.7,-0.67,0.3,87797.01
"2800","Jason Richardson","Southern Utah",29,-7.5,-0.88,0.29,84943.44
"2801","Kenton Eskridge","Southern Utah",29,-6.5,-0.8,0.29,86090.18
"2802","Brandon Better","Southern Utah",29,-5.2,-1.9,0.24,70611.6
"2803","Cameron Oluyitan","Southern Utah",29,-2.4,-0.31,0.31,92846.28
"2804","Jason Lee","St. Bonaventure",31,-8.2,-0.07,0.32,96245.46
"2805","Jalen Poyser","St. Bonaventure",31,-1.2,0.42,0.35,103115.62
"2806","Kyle Lofton","St. Bonaventure",31,2.1,3.81,0.51,150607.12
"2807","Jack Galatio","St. Bonaventure",31,-11.6,-0.05,0.32,96466.79
"2808","Alpha Okoli","St. Bonaventure",31,-4.9,-0.45,0.31,90872.65
"2809","Osun Osunniyi","St. Bonaventure",31,8.4,6.88,0.65,193525.29
"2810","Tshiefu Ngalakulondi","St. Bonaventure",31,-0.3,0.42,0.35,103061.42
"2811","Dominick Welch","St. Bonaventure",31,0.7,1.27,0.39,114939.66
"2812","Amadi Ikpeze","St. Bonaventure",31,-7.4,-1.47,0.26,76615.15
"2813","Nelson Kaputo","St. Bonaventure",31,-0.6,0.7,0.36,107074.66
"2814","LaDarien Griffin","St. Bonaventure",31,3.6,3.08,0.47,140352.7
"2815","Courtney Stockard","St. Bonaventure",31,1.9,2.77,0.46,136068.44
"2816","Melkisedek Moreaux","St. Bonaventure",31,-10.6,-0.51,0.3,90039.28
"2817","Christian Rohlehr","St. Francis (NY)",32,-2.3,-0.07,0.32,96306.72
"2818","Rosel Hurley","St. Francis (NY)",32,-3.7,-0.93,0.28,84226.46
"2819","Jordan Williams","St. Francis (NY)",32,-4.1,-0.13,0.32,95387.82
"2820","Bryant Beckford","St. Francis (NY)",32,-11.5,-0.19,0.32,94523.62
"2821","Keon Williams","St. Francis (NY)",32,-3.6,-0.8,0.29,86093.8
"2822","Stevan Krtinic","St. Francis (NY)",32,-5.9,-1.17,0.27,80800.27
"2823","Milija Cosic","St. Francis (NY)",32,-8.1,0,0.33,97158.89
"2824","Glenn Sanabria","St. Francis (NY)",32,-2.1,-0.08,0.32,96142.63
"2825","Chauncey Hawkins","St. Francis (NY)",32,-5.7,-2.09,0.23,67921.44
"2826","Yaradyah Evans","St. Francis (NY)",32,-3.6,-0.79,0.29,86146.31
"2827","Cori Johnson","St. Francis (NY)",32,-7,-1.11,0.27,81746.52
"2828","Jalen Jordan","St. Francis (NY)",32,-2,0,0.33,97225.62
"2829","Deniz Celen","St. Francis (NY)",32,0,1.07,0.38,112212.46
"2830","Marvin Clark","St. John's (NY)",31,3.1,3.87,0.51,151475.49
"2831","Josh Roberts","St. John's (NY)",31,1.7,0.31,0.34,101570.85
"2832","Shamorie Ponds","St. John's (NY)",31,9.4,9.7,0.78,233036.61
"2833","Bryan Trimble, Jr.","St. John's (NY)",31,-0.2,0.73,0.36,107469.88
"2834","Brandon Lawrence","St. John's (NY)",31,6.5,0.01,0.33,97417.59
"2835","Jay Camus","St. John's (NY)",31,-19.1,-0.08,0.32,96067.05
"2836","Greg Williams Jr.","St. John's (NY)",31,-0.2,0.32,0.34,101717.65
"2837","Marcellus Earlington","St. John's (NY)",31,-8.4,-0.26,0.31,93539.86
"2838","Sedee Keita","St. John's (NY)",31,1,0.64,0.36,106169.03
"2839","Justin Cole","St. John's (NY)",31,-5.3,-0.02,0.33,97002.04
"2840","Mustapha Heron","St. John's (NY)",31,0.1,1.49,0.4,118046.13
"2841","Justin Simon","St. John's (NY)",31,1.7,3.02,0.47,139466.26
"2842","Mikey Dixon","St. John's (NY)",31,-0.4,0.31,0.34,101616.02
"2843","LJ Figueroa","St. John's (NY)",31,5.7,6.15,0.62,183305.87
"2844","Josh Sharma","Stanford",30,5.6,4.13,0.52,155045.77
"2845","Kezie Okpala","Stanford",30,2.7,3.63,0.5,148009.62
"2846","Isaac White","Stanford",30,0.7,0.57,0.35,105227.94
"2847","Oscar Da Silva","Stanford",30,5.1,5.05,0.56,167976.89
"2848","Daejon Davis","Stanford",30,3,3.23,0.48,142441.37
"2849","Bryce Wills","Stanford",30,0.9,1.74,0.41,121657.3
"2850","Rodney Herenton","Stanford",30,-4.3,-0.02,0.33,96930.41
"2851","Cormac Ryan","Stanford",30,2.5,2.5,0.44,132301.38
"2852","Jaiden Delaire","Stanford",30,-4.6,-0.83,0.29,85606.05
"2853","Lukas Kisunas","Stanford",30,-1.4,0.09,0.33,98422.82
"2854","Marcus Sheffield","Stanford",30,0.4,0.8,0.36,108427.46
"2855","Sam Beskind","Stanford",30,-2,0,0.33,97225.62
"2856","Kodye Pugh","Stanford",30,-2,0,0.33,97225.62
"2857","Trevor Stanback","Stanford",30,-3.2,-0.09,0.32,96021.43
"2858","Edward Ruiz","Stephen F. Austin",30,-25.2,-0.1,0.32,95872.07
"2859","Mitchell Seraille","Stephen F. Austin",30,-2,0,0.33,97225.62
"2860","Kevon Harris","Stephen F. Austin",30,1.4,2.96,0.47,138684.09
"2861","Davonte Fitzgerald","Stephen F. Austin",30,-6.2,-2.71,0.2,59244.39
"2862","Rance Cole","Stephen F. Austin",30,-4.7,-0.17,0.32,94831.23
"2863","Jock Hughes","Stephen F. Austin",30,-5.4,-0.44,0.31,90996.93
"2864","Shannon Bogues","Stephen F. Austin",30,-2.5,-0.45,0.31,90907.09
"2865","John Comeaux","Stephen F. Austin",30,-4,-0.59,0.3,88917.59
"2866","Oddyst Walker","Stephen F. Austin",30,-9.9,-2.09,0.23,67911.82
"2867","Jovan Grujic","Stephen F. Austin",30,-8,-0.96,0.28,83853.43
"2868","Aaron Augustin","Stephen F. Austin",30,-6.8,-0.63,0.3,88376.17
"2869","Karl Nicholas","Stephen F. Austin",30,-5.7,-0.72,0.29,87166.14
"2870","Samuli Nieminen","Stephen F. Austin",30,-6.6,-1.27,0.27,79405.37
"2871","Aaron Walton","Stephen F. Austin",30,-16.8,-0.28,0.31,93253.64
"2872","Nathan Bain","Stephen F. Austin",30,-1.6,0.27,0.34,101006.24
"2873","Clay Verk","Stetson",31,-8.9,-1.31,0.27,78837.45
"2874","Abayomi Iyiola","Stetson",31,-2.1,-0.06,0.32,96425.01
"2875","Kenny Aninye","Stetson",31,-3.7,-1.1,0.28,81829.87
"2876","Keith Matthews","Stetson",31,-3.7,-0.71,0.29,87339.32
"2877","Christiaan Jones","Stetson",31,-3.5,-0.86,0.29,85250.27
"2878","Alex Ionesco","Stetson",31,-14.5,-0.11,0.32,95672.95
"2879","Ricky Gouety","Stetson",31,-8.4,-0.92,0.28,84361.58
"2880","Marques Sumner","Stetson",31,-4.2,-1.27,0.27,79438.19
"2881","Jalen Crutchfield","Stetson",31,-6,-0.76,0.29,86610.98
"2882","Ricardo Lynch","Stetson",31,-7.1,-1.51,0.26,76147.65
"2883","Leo Goodman","Stetson",31,-5.5,-1.87,0.24,71022.13
"2884","Jahlil Rawley","Stetson",31,-5.6,-1.74,0.24,72793.87
"2885","Adam Webb","Stetson",31,-2.5,-0.06,0.32,96333.54
"2886","Rex Walters Jr","Stetson",31,-7.9,-0.03,0.33,96759.26
"2887","Raine McKeython","Stetson",31,-5.1,-0.8,0.29,86023.79
"2888","Andrew Garcia","Stony Brook",32,-2.7,-0.38,0.31,91873.03
"2889","Miles Latimer","Stony Brook",32,0.2,1.74,0.41,121556.8
"2890","Jeff Otchere","Stony Brook",32,4.8,3.08,0.47,140295.81
"2891","Haasan Ceesay","Stony Brook",32,-2,0,0.33,97225.62
"2892","Anthony Ochefu","Stony Brook",32,-7.9,-1.1,0.27,81800.12
"2893","Elijah Olaniyi","Stony Brook",32,-0.8,0.88,0.37,109499.51
"2894","Alex Christie","Stony Brook",32,-8.8,-0.32,0.31,92688
"2895","Jordan McKenzie","Stony Brook",32,-4.1,-0.69,0.29,87508.25
"2896","Akwasi Yeboah","Stony Brook",32,-0.1,1.45,0.4,117594.59
"2897","Jules Moor","Stony Brook",32,0.7,0.85,0.37,109099.13
"2898","Corry Long","Stony Brook",32,3,0.63,0.36,106031.75
"2899","Nick Aubry","Stony Brook",32,-3.2,-0.01,0.33,97107.48
"2900","Jaron Cornish","Stony Brook",32,-1.1,0.66,0.36,106470.42
"2901","Jalen Carey","Syracuse",31,-0.9,0.25,0.34,100790.56
"2902","Frank Howard","Syracuse",31,2.8,2.72,0.45,135329.94
"2903","Tyus Battle","Syracuse",31,4.3,5.71,0.6,177187.77
"2904","Bourama Sidibe","Syracuse",31,4.7,1.49,0.4,118107.11
"2905","Elijah Hughes","Syracuse",31,6.5,6.8,0.65,192441.24
"2906","Brendan Paul","Syracuse",31,-1.8,0,0.33,97243.69
"2907","Antonio Balandi","Syracuse",31,-8.7,-0.05,0.32,96469.05
"2908","Oshae Brissett","Syracuse",31,4.1,5.04,0.56,167829.94
"2909","Buddy Boeheim","Syracuse",31,3.3,1.86,0.41,123319.58
"2910","Howard Washington","Syracuse",31,-2.4,0,0.33,97180.45
"2911","Marek Dolezaj","Syracuse",31,8.3,5.54,0.59,174803.99
"2912","Paschal Chukwu","Syracuse",31,10.5,6.1,0.61,182622.69
"2913","Ky Feldman","Syracuse",31,-2.1,0,0.33,97214.33
"2914","Adrian Autry","Syracuse",31,-18.4,-0.16,0.32,95003.32
"2915","Robert Braswell","Syracuse",31,10.4,0.55,0.35,104926.89
"2916","Ray Featherston","Syracuse",31,-18.1,-0.05,0.32,96498.41
"2917","Quinton Rose","Temple",31,0.5,2.17,0.43,127573.34
"2918","Nate Pierre-Louis","Temple",31,4,5.11,0.57,168840.59
"2919","Alani Moore","Temple",31,0.8,1.05,0.38,111896.42
"2920","Jasen West","Temple",31,-3.1,0,0.33,97200.78
"2921","Anto Keshgegian","Temple",31,-3.1,0,0.33,97200.78
"2922","Damion Moore","Temple",31,5.6,1.62,0.4,119968.06
"2923","Tim Waddington","Temple",31,11.5,0.02,0.33,97530.51
"2924","Justyn Hamilton","Temple",31,1.4,0.89,0.37,109703.48
"2925","J.P. Moorman","Temple",31,4.5,3.72,0.5,149265.61
"2926","Quentin Jackson","Temple",31,-6.9,-0.14,0.32,95289.01
"2927","De'Vondre Perry","Temple",31,2.8,2.4,0.44,130776.93
"2928","Ernest Aflakpui","Temple",31,1.6,1.76,0.41,121819.98
"2929","Shizz Alston Jr.","Temple",31,6.1,7.45,0.68,201497.56
"2930","Brock Jancek","Tennessee",31,-12,-0.08,0.32,96096.41
"2931","Lucas Campbell","Tennessee",31,-9.5,-0.08,0.32,96039.94
"2932","John Fulkerson","Tennessee",31,10.1,3.59,0.5,147507.42
"2933","Brad Woodson","Tennessee",31,18,0.19,0.34,99935.74
"2934","Derrick Walker","Tennessee",31,4,0.72,0.36,107253.07
"2935","Jacob Fleschman","Tennessee",31,-13.6,-0.11,0.32,95653.75
"2936","Grant Williams","Tennessee",31,14.7,13.32,0.95,283730.57
"2937","Admiral Schofield","Tennessee",31,5.8,6.13,0.62,183102.61
"2938","Jordan Bone","Tennessee",31,5.8,6.34,0.63,186009.22
"2939","Jordan Bowden","Tennessee",31,7.1,6.05,0.61,181898.86
"2940","Lamonte Turner","Tennessee",31,5.8,4.08,0.52,154388.87
"2941","Yves Pons","Tennessee",31,5.8,2.38,0.44,130607.55
"2942","Jalen Johnson","Tennessee",31,5.5,0.86,0.37,109251.79
"2943","Kyle Alexander","Tennessee",31,9.1,6.67,0.64,190606.26
"2944","DaJion Henderson","Tennessee State",30,-3.8,-0.5,0.3,90168.47
"2945","Daniel Cummings","Tennessee State",30,-6.6,-0.62,0.3,88583.87
"2946","Dave Morris","Tennessee State",30,-5.4,-1.2,0.27,80483.54
"2947","Kamar McKnight","Tennessee State",30,-7.1,-3.6,0.16,46761.35
"2948","Tripp Davis","Tennessee State",30,1,1.79,0.41,122324.74
"2949","Michael Littlejohn","Tennessee State",30,-4.2,-1.2,0.27,80488.21
"2950","Emmanuel Egbuta","Tennessee State",30,-5.6,-1.54,0.25,75718.1
"2951","Stokley Chaffee","Tennessee State",30,-1,0.58,0.35,105393.63
"2952","Monty Johal","Tennessee State",30,-1.8,0,0.33,97293.3
"2953","Jalen Duke","Tennessee State",30,2.5,0.29,0.34,101268.79
"2954","Donte Fitzpatrick-Dorsey","Tennessee State",30,-2.6,-0.37,0.31,92093.78
"2955","Demarcus Mitchell","Tennessee State",30,-4.8,-0.04,0.33,96702.87
"2956","Armani Chaney","Tennessee State",30,-2.3,-0.16,0.32,94974.75
"2957","Damarri Moore","Tennessee State",30,-6.3,-0.73,0.29,86989.94
"2958","Garrett Golday","Tennessee Tech",31,-6,-1.52,0.26,75951.17
"2959","Courtney Alexander II","Tennessee Tech",31,-4.3,-1.63,0.25,74448.18
"2960","Hunter Vick","Tennessee Tech",31,-3.3,-1.06,0.28,82428.36
"2961","Corey Tillery","Tennessee Tech",31,-5.9,-2.48,0.21,62434.43
"2962","Malik Martin","Tennessee Tech",31,-7.7,-1.79,0.24,72187.48
"2963","Spencer Chandler","Tennessee Tech",31,-27.5,-0.04,0.32,96649.72
"2964","Jared Sherfield","Tennessee Tech",31,-1.7,0.12,0.33,98953.33
"2965","Johnnie Vassar","Tennessee Tech",31,-13.6,-2.39,0.21,63692.38
"2966","Micaiah Henry","Tennessee Tech",31,-3.1,-0.69,0.29,87561.78
"2967","Jr. Clay","Tennessee Tech",31,-3.2,-0.89,0.29,84813.26
"2968","Tyler Thompson","Tennessee Tech",31,-4,-0.06,0.32,96412.59
"2969","Cade Crosland","Tennessee Tech",31,-5.5,-0.39,0.31,91731.98
"2970","Caden Mills","Tennessee Tech",31,-9.6,0,0.33,97225.62
"2971","Maverick Smith","Tennessee Tech",31,-5.9,-0.06,0.32,96344.83
"2972","Jaxson Hayes","Texas",31,12.7,8.69,0.74,218899.93
"2973","Blake Nevins","Texas",31,-5.5,-0.01,0.33,97067.53
"2974","Andrew Jones","Texas",31,-2.7,-0.01,0.33,97138.67
"2975","Matt Coleman","Texas",31,3.7,4.48,0.54,159917.52
"2976","Jericho Sims","Texas",31,0.3,0.71,0.36,107198.87
"2977","Kerwin Roach Jr.","Texas",31,7.9,5.97,0.61,180846.43
"2978","Courtney Ramey","Texas",31,5.4,4.48,0.54,159980.75
"2979","Royce Hamm Jr.","Texas",31,1.7,0.31,0.34,101612.63
"2980","Elijah Mitrou-Long","Texas",31,2.8,2.28,0.43,129150.86
"2981","Jase Febres","Texas",31,4.2,4.05,0.52,153934.92
"2982","Kamaka Hepa","Texas",31,3.2,1.03,0.38,111611.85
"2983","Gerald Liddell","Texas",31,-6.4,-0.1,0.32,95884.11
"2984","Drayton Whiteside","Texas",31,17.8,0.06,0.33,98119.96
"2985","Dylan Osetkowski","Texas",31,7.1,6.35,0.63,186111.97
"2986","Zach Walker","Texas A&M",30,-3.3,-0.02,0.33,96922.24
"2987","Jay Jay Chandler","Texas A&M",30,2.6,2.63,0.45,134047
"2988","Savion Flagg","Texas A&M",30,3.9,5.1,0.57,168686.34
"2989","TJ Starks","Texas A&M",30,-3.3,-0.8,0.29,85970.11
"2990","Brandon Mahan","Texas A&M",30,2.3,2.44,0.44,131444.9
"2991","Isiah Jasey","Texas A&M",30,15.1,0.64,0.36,106204.6
"2992","Frank Byers","Texas A&M",30,-47.8,-0.04,0.33,96691.2
"2993","Cameron Alo","Texas A&M",30,-47.8,-0.04,0.33,96691.2
"2994","John Walker III","Texas A&M",30,1.1,0.95,0.37,110464.79
"2995","Josh Nebo","Texas A&M",30,9.2,5.19,0.57,169888.21
"2996","Wendell Mitchell","Texas A&M",30,4.4,4.39,0.53,158686.37
"2997","Mark French","Texas A&M",30,-2.3,-0.02,0.33,96980.58
"2998","Christian Mekowulu","Texas A&M",30,3,2.67,0.45,134565.08
"2999","Chris Collins","Texas A&M",30,-0.4,0.42,0.35,103162.6
"3000","John Brown","Texas A&M",30,-4.2,-0.02,0.33,96917.57
"3001","Justin Hopkins","Texas Southern",32,-4.9,-1.18,0.27,80634
"3002","Chris Baldwin","Texas Southern",32,-6.8,0,0.33,97225.62
"3003","Kevin Granger","Texas Southern",32,-6.8,-0.01,0.33,97120.61
"3004","Tyrik Armstrong","Texas Southern",32,-2.1,-0.04,0.32,96658.97
"3005","Divonte Lumpkin","Texas Southern",32,-9.9,-0.18,0.32,94719.43
"3006","Trayvon Reed","Texas Southern",32,0.5,0.91,0.37,109915.2
"3007","Shawn Olden","Texas Southern",32,-4.2,-0.44,0.31,91088.68
"3008","Michael Dobbins","Texas Southern",32,-10.6,-0.34,0.31,92521.73
"3009","Cainan McClelland","Texas Southern",32,-4.5,-0.65,0.3,88091.31
"3010","Jalyn Patterson","Texas Southern",32,-2.1,-0.06,0.32,96342.82
"3011","Devocio Butler","Texas Southern",32,-0.8,0.79,0.36,108304.94
"3012","John Jones","Texas Southern",32,-4.3,-1.14,0.27,81198.46
"3013","Eden Ewing","Texas Southern",32,-2.8,-0.32,0.31,92727.39
"3014","Jeremy Combs","Texas Southern",32,3,3.79,0.5,150226.5
"3015","Derrick Bruce","Texas Southern",32,-3.3,-0.49,0.3,90427.95
"3016","Quentin Scott","Texas State",31,-3.1,-0.29,0.31,93176.25
"3017","Alonzo Sule","Texas State",31,0.1,0.75,0.36,107754.45
"3018","Tre'Larenz Nottingham","Texas State",31,0.6,2.02,0.42,125498.97
"3019","Shelby Adams","Texas State",31,-1.5,0.12,0.33,98840.4
"3020","Akiem Daschner","Texas State",31,-2,0,0.33,97225.62
"3021","Nijal Pearson","Texas State",31,2.2,3.47,0.49,145791.01
"3022","Mason Harrell","Texas State",31,-0.7,0.39,0.35,102730.56
"3023","Alex Peacock","Texas State",31,4.1,4.14,0.52,155155.61
"3024","Jaylen Shead","Texas State",31,1.7,2.64,0.45,134160.07
"3025","Isaiah Gurley","Texas State",31,-5.7,-0.61,0.3,88702.29
"3026","Eric Terry","Texas State",31,4.3,3.14,0.47,141261.72
"3027","Chandler Davis","Texas State",31,-2.4,-0.06,0.32,96448.72
"3028","Matt Mooney","Texas Tech",31,6.2,6.19,0.62,183895.32
"3029","Deshawn Corprew","Texas Tech",31,7.4,3.34,0.48,143930.06
"3030","Kyler Edwards","Texas Tech",31,4.4,2.95,0.47,138491.75
"3031","Norense Odiase","Texas Tech",31,6.5,3.54,0.49,146753.1
"3032","Malik Ondigo","Texas Tech",31,-5.5,-0.29,0.31,93154.79
"3033","Jarrett Culver","Texas Tech",31,11.3,10.62,0.83,245909.69
"3034","Josh Mballa","Texas Tech",31,0.8,0.12,0.33,98964.62
"3035","Parker Hicks","Texas Tech",31,-2.1,0,0.33,97171.42
"3036","Davide Moretti","Texas Tech",31,9.8,9.05,0.75,223944.15
"3037","Tariq Owens","Texas Tech",31,14.4,10.06,0.8,238156.48
"3038","Avery Benson","Texas Tech",31,4.6,0.36,0.34,102219.02
"3039","Brandone Francis","Texas Tech",31,4.2,3.64,0.5,148263.99
"3040","Khavon Moore","Texas Tech",31,1.6,0.01,0.33,97306.93
"3041","Andrew Sorrells","Texas Tech",31,0.4,0.11,0.33,98716.19
"3042","Jabari Narcis","Texas-Arlington",31,0.5,0.8,0.36,108461.34
"3043","Isaiah Durham","Texas-Arlington",31,-20.3,-0.04,0.32,96605.68
"3044","Patrick Binzer","Texas-Arlington",31,-24.3,-0.07,0.32,96218.36
"3045","Patrick Mwamba","Texas-Arlington",31,-0.8,0.35,0.34,102090.29
"3046","David Azore","Texas-Arlington",31,-5.6,-2,0.23,69175.86
"3047","Scott Muirhead","Texas-Arlington",31,-8.9,-0.03,0.33,96758.13
"3048","Ayoub Nouhi","Texas-Arlington",31,-2.5,-0.13,0.32,95345.48
"3049","Andres Ibarguen","Texas-Arlington",31,1.8,1.84,0.41,122971.78
