"","Player","School","G","BPM","rawVORP","normVORP","Salary"
"1","Zach Couper","Air Force",27,-14.9,-0.16,0.32,95829.7756312066
"2","Pervis Louder","Air Force",27,-2.3,-0.11,0.32,96448.6971825011
"3","Ameka Akaya","Air Force",27,-3.6,-0.39,0.31,92743.8675752547
"4","Abe Kinrade","Air Force",27,-0.8,0.06,0.33,98674.5777013129
"5","Charles O'Briant","Air Force",27,-24.7,-0.25,0.31,94528.5489962563
"6","Caleb Morris","Air Force",27,-0.6,0.7,0.36,107257.453671673
"7","A.J. Walker","Air Force",27,-2.3,-0.19,0.32,95318.9789292347
"8","Christopher Joyce","Air Force",27,-1.7,0.15,0.33,99968.347450103
"9","Nick Rene","Air Force",27,-20.2,-0.17,0.32,95652.0531777225
"10","LeSean Brown","Air Force",27,-4.2,-0.16,0.32,95726.6220393242
"11","Sid Tomes","Air Force",27,-3.1,-0.67,0.3,88959.4978489666
"12","Keaton Van Soelen","Air Force",27,0.2,1.3,0.38,115330.775754421
"13","Ryan Swan-Ford","Air Force",27,3.9,3.88,0.5,149975.468854588
"14","Bryce Hughes","Air Force",27,-7.3,-0.07,0.32,96925.9378967522
"15","James Edwards","Air Force",27,-21.7,-0.11,0.32,96444.968739421
"16","Isaac Monson","Air Force",27,-14.7,-0.19,0.32,95388.5765333964
"17","Lavelle Scottie","Air Force",27,-1.7,0.24,0.34,101109.25103261
"18","Emmanuel Olojakpoke","Akron",28,-0.4,0.37,0.34,102861.086645525
"19","Deng Riak","Akron",28,-0.3,0.9,0.36,109995.329320589
"20","Jake Fischer","Akron",28,-7,-0.02,0.32,97674.2896863982
"21","Scott Walter","Akron",28,-6.9,-0.19,0.32,95388.8872369864
"22","Marquelle McIntyre","Akron",28,-7.2,-0.03,0.32,97540.065735515
"23","Loren Jackson","Akron",28,1.7,2.92,0.46,137156.504524296
"24","LePear Toles","Akron",28,-0.5,0.04,0.33,98399.3387067936
"25","Channel Banks","Akron",28,1.8,1.97,0.41,124327.331361762
"26","Jeremy Roscoe","Akron",28,0.1,0.5,0.35,104683.895835643
"27","Daniel Utomi","Akron",28,2.5,3.77,0.49,148553.556068033
"28","Tyler Cheese","Akron",28,2.2,3,0.46,138130.826596332
"29","Jimond Ivey","Akron",28,7.1,7.49,0.66,198464.492518298
"30","Mark Kostelac","Akron",28,3.9,0.21,0.33,100671.558446744
"31","Jaden Sayles","Akron",28,-4.3,-0.54,0.3,90719.8112312662
"32","Galin Smith","Alabama",28,-2.4,-0.11,0.32,96485.4489785762
"33","Daniel Giddens","Alabama",28,-2,0,0.32,97913.9753129752
"34","Alex Reese","Alabama",28,3.2,1.41,0.39,116796.408974712
"35","John Petty","Alabama",28,3.9,4.22,0.51,154621.19770483
"36","Tevin Mack","Alabama",28,2,2.05,0.42,125429.885244016
"37","Avery Johnson","Alabama",28,-2.5,-0.12,0.32,96314.0737555736
"38","Kira Lewis Jr.","Alabama",28,4.5,5.12,0.55,166697.757999913
"39","Britton Johnson","Alabama",28,11.6,0.04,0.33,98402.9339911923
"40","Herb Jones","Alabama",28,2.5,2.39,0.43,129947.959304993
"41","Lawson Schaffer","Alabama",28,-18.4,-0.19,0.32,95358.9265336642
"42","Riley Norris","Alabama",28,5.2,2.53,0.44,131824.697761091
"43","Tyler Barnes","Alabama",28,-16.4,-0.04,0.32,97396.2543595688
"44","Dazon Ingram","Alabama",28,4,3.38,0.48,143286.464424004
"45","Donta Hall","Alabama",28,9.1,7.26,0.65,195421.683488902
"46","Brandon Houston","Alabama A&M",28,-10.1,-1.06,0.28,83741.3642134765
"47","Evan Wiley","Alabama A&M",28,-5.4,-1.54,0.26,77214.7246017844
"48","Brandon Miller","Alabama A&M",28,-5,-2.56,0.21,63543.0564618317
"49","Brandon Wright","Alabama A&M",28,-6.9,-0.92,0.28,85523.4268470766
"50","Gerron Scissum","Alabama A&M",28,-6.3,-2.36,0.22,66221.5433388298
"51","Shaquille Seville","Alabama A&M",28,-16.8,-1.15,0.27,82483.0146739472
"52","Tre Todd","Alabama A&M",28,-5.4,-1.65,0.25,75747.8485671331
"53","Dennis Stallings Jr.","Alabama A&M",28,-9.7,-0.02,0.32,97637.1384142787
"54","Jalen Reeder","Alabama A&M",28,-6.5,-2.82,0.2,60109.559861116
"55","Walter Jones Jr.","Alabama A&M",28,-6.6,-2.07,0.23,70184.7451742807
"56","Amari Goulbourne","Alabama A&M",28,-5.9,-0.6,0.3,89874.9193975822
"57","Andre Kennedy","Alabama A&M",28,-6.6,-3.13,0.19,55851.5447049753
"58","Arthur Johnson","Alabama A&M",28,-6.8,-1.57,0.25,76802.465324072
"59","Brandon Powell","Alabama A&M",28,-6.3,-0.38,0.31,92760.7343415694
"60","Gene Davis","Alabama State",25,-8.2,-1.64,0.25,75944.199032425
"61","Kevin Holston","Alabama State",25,-7.9,-2.44,0.22,65128.4330702627
"62","Azariah Seay","Alabama State",25,-5,-0.3,0.31,93846.9896012165
"63","Tobi Ewuosho","Alabama State",25,-3.7,-0.84,0.29,86573.3937028598
"64","AJ Farrar","Alabama State",25,2.5,1.34,0.38,115853.006348505
"65","Austin Rogers","Alabama State",25,-5,-0.68,0.29,88773.3242578342
"66","Fausto Pichardo","Alabama State",25,-1.9,0.04,0.33,98465.6357511048
"67","Jacoby Ross","Alabama State",25,-4.6,-2.06,0.23,70274.5793471217
"68","Branden Johnson","Alabama State",25,-5.8,-1.69,0.25,75267.7103199741
"69","Therrell Gosier II","Alabama State",25,-5,-0.2,0.32,95175.8067149594
"70","Leon Freeman-Daniels","Alabama State",25,-1.7,0.17,0.33,100176.991124865
"71","Reginald Gee","Alabama State",25,-4.4,-1.78,0.25,74075.8016361319
"72","Ed Jones","Alabama State",25,-8.9,-1.61,0.25,76334.7907294949
"73","Malachi De Sousa","Albany (NY)",29,-5,-0.71,0.29,88437.3015394165
"74","Devonte Campbell","Albany (NY)",29,-4.4,-1.66,0.25,75586.515345382
"75","Reece Brooks","Albany (NY)",29,-17.3,-1.19,0.27,81980.6666607282
"76","Sasha French","Albany (NY)",29,-9.1,-0.75,0.29,87891.1489116852
"77","Antonio Rizzuto","Albany (NY)",29,-2.7,-0.35,0.31,93183.7381473698
"78","Ahmad Clark","Albany (NY)",29,0.8,2.2,0.42,127429.359270965
"79","Adam Lulka","Albany (NY)",29,-2.7,-0.53,0.3,90826.7192857411
"80","Cameron Healy","Albany (NY)",29,-0.4,1.37,0.39,116298.028171864
"81","Kendall Lauderdale","Albany (NY)",29,-8.5,-1.83,0.24,73394.9622163075
"82","Rayshawn Miller","Albany (NY)",29,-5.7,-1.39,0.26,79247.5893160217
"83","Nick Fruscio","Albany (NY)",29,-20.2,-0.09,0.32,96650.418809834
"84","Philip Flory","Albany (NY)",29,-12.3,-0.41,0.31,92431.6211812144
"85","Brent Hank","Albany (NY)",29,-3.8,-0.64,0.3,89374.5549895487
"86","TyQuayion Smith","Alcorn State",27,-13.9,-0.99,0.28,84603.4335170651
"87","Jonathan Floyd","Alcorn State",27,2.1,0.23,0.34,101022.254027408
"88","Harold Givens","Alcorn State",27,-5.6,-0.54,0.3,90621.1406483253
"89","Noah Plain","Alcorn State",27,-15.3,-0.73,0.29,88161.611029828
"90","Maurice Howard","Alcorn State",27,-5,-2.71,0.2,61598.9397129292
"91","Khari Jabriel Allen","Alcorn State",27,-12.4,-3,0.19,57587.1349587558
"92","Alonzo Campbell","Alcorn State",27,-8.5,-1.47,0.26,78202.939562916
"93","Troymain Crosby","Alcorn State",27,-6.4,-2.76,0.2,60838.3373245915
"94","Jael Scott","Alcorn State",27,-6,-2.33,0.22,66644.7660146468
"95","DeShaw Andrews","Alcorn State",27,-4.5,-1.19,0.27,81912.7404276024
"96","Kobe Wilson","Alcorn State",27,-3.5,-0.47,0.3,91668.8331538297
"97","Khari Jabriel Allen","Alcorn State",27,-12.3,-2.22,0.23,68087.6734866404
"98","David Robinson","Alcorn State",27,-2.3,-0.01,0.32,97783.4798051722
"99","Devon Brewer","Alcorn State",27,-5.6,-1.89,0.24,72545.6485960642
"100","Reginald Johnson","Alcorn State",27,-7.8,-2.84,0.2,59781.9451185669
"101","Marvin Bragg","American",28,-3.6,-0.65,0.3,89131.8939551935
"102","Josh Alexander","American",28,-5.1,-0.86,0.29,86322.7784117109
"103","Laurynas Motuzis","American",28,-1.9,0.07,0.33,98815.1932689048
"104","Justin Perez","American",28,-46.3,-0.12,0.32,96321.2643243709
"105","Jacob Boonyasith","American",28,-4.8,-1.09,0.28,83283.5646667144
"106","Sam Iorio","American",28,0.6,2.16,0.42,126891.967566136
"107","Christian Sutton","American",28,-49.8,-0.13,0.32,96195.429370418
"108","Cheikh Diallo","American",28,-10.4,-0.92,0.28,85632.4838071691
"109","Yilret Yiljep","American",28,-8.8,-1.15,0.27,82511.7769491364
"110","Stacy Beckton","American",28,1.2,2.23,0.42,127788.391809534
"111","Matt Cimino","American",28,1.9,0.02,0.33,98194.4074960703
"112","Sa'eed Nelson","American",28,3.5,5,0.55,165079.880020518
"113","Mark Gasperini","American",28,-3.5,-0.9,0.28,85797.8668895072
"114","Jesse Little","American",28,-5.1,-0.05,0.32,97245.2524148253
"115","Ryan Luther","Arizona",28,7.2,5.64,0.58,173659.427023843
"116","Ira Lee","Arizona",28,3.6,2.25,0.43,128114.364261679
"117","Emmanuel Akot","Arizona",28,0.1,0.62,0.35,106168.748292287
"118","Kory Jones","Arizona",28,-0.7,0,0.32,97929.5548787027
"119","Dylan Smith","Arizona",28,0.9,1.74,0.4,121234.188350786
"120","Devonaire Doutrive","Arizona",28,5.8,1.6,0.4,119413.776016933
"121","Brandon Randolph","Arizona",28,1.3,2.45,0.43,130738.921872697
"122","Chase Jeter","Arizona",28,5.1,4.19,0.51,154157.406017404
"123","Alex Barcello","Arizona",28,3.1,1.19,0.38,113866.252189808
"124","Justin Coleman","Arizona",28,3.1,3.92,0.5,150538.153056091
"125","Jake Desjardins","Arizona",28,1.7,0.06,0.33,98667.7866085599
"126","Matt Weyand","Arizona",28,5.3,0.04,0.33,98438.8868351788
"127","Brandon Williams","Arizona",28,4.3,3.64,0.49,146763.104437503
"128","Kimani Lawrence","Arizona State",27,2.7,2.91,0.45,136991.787235366
"129","Vitaliy Shibel","Arizona State",27,-5.4,-0.14,0.32,96012.4693421309
"130","Zylan Cheatham","Arizona State",27,7.2,7.41,0.65,197388.836689692
"131","Jordan Salzman","Arizona State",27,-2,0,0.32,97913.9753129752
"132","Mickey Mitchell","Arizona State",27,1.8,0.19,0.33,100417.003434074
"133","Trev Thompson","Arizona State",27,-5.5,-0.02,0.32,97696.4827999701
"134","Remy Martin","Arizona State",27,4.2,4.83,0.54,162793.856163927
"135","Kyle Feit","Arizona State",27,-7.4,-0.02,0.32,97578.4154357674
"136","Rob Edwards","Arizona State",27,2.6,2.58,0.44,132501.498952581
"137","Grant Fogerty","Arizona State",27,-4.9,-0.02,0.32,97697.7256143301
"138","Jack Roggin","Arizona State",27,-1.1,0,0.32,97936.3459714557
"139","Luguentz Dort","Arizona State",27,3.5,4.34,0.52,156220.611013733
"140","Taeshon Cherry","Arizona State",27,3.5,2.26,0.43,128263.501984882
"141","Elias Valtonen","Arizona State",27,4.6,0.36,0.34,102753.494430928
"142","De'Quon Lake","Arizona State",27,5,2.22,0.42,127753.94809727
"143","Romello White","Arizona State",27,2.8,2.98,0.46,137882.885131506
"144","Jordan Phillips","Arkansas",28,-20.6,-0.63,0.3,89443.4852697436
"145","Daniel Gafford","Arkansas",28,8.2,7.29,0.65,195827.95062595
"146","Keyshawn Embery","Arkansas",28,0.1,0.8,0.36,108635.113389765
"147","Adrio Bailey","Arkansas",28,2.1,1.97,0.41,124398.038621602
"148","Jalen Harris","Arkansas",28,0.1,1.61,0.4,119582.75438367
"149","Gabe Osabuohien","Arkansas",28,3,1.71,0.4,120923.795464368
"150","Ethan Henderson","Arkansas",28,10.9,0.28,0.34,101624.308812387
"151","Ty Stevens","Arkansas",28,-2,0,0.32,97913.9753129752
"152","Desi Sills","Arkansas",28,-0.7,0.5,0.35,104659.927272985
"153","Isaiah Joe","Arkansas",28,7.6,7.23,0.65,194900.367251097
"154","Mason Jones","Arkansas",28,5.2,5.4,0.57,170394.908789864
"155","Reggie Chaney","Arkansas",28,4.6,2.67,0.44,133744.579629973
"156","Jonathan Holmes","Arkansas",28,-31.8,-0.19,0.32,95414.0542277769
"157","J.J. Matthews","Arkansas State",27,-5.1,-1.07,0.28,83543.3128679604
"158","Canberk Kus","Arkansas State",27,-1.5,0.14,0.33,99834.1234992199
"159","Shaquillo Fritz","Arkansas State",27,-2.2,-0.04,0.32,97409.3926828034
"160","Morgan McKay","Arkansas State",27,-34.3,-0.03,0.32,97512.5462746859
"161","Marquis Eaton","Arkansas State",27,-4.2,-1.74,0.25,74618.6629485925
"162","Grantham Gillard","Arkansas State",27,-1.3,0.51,0.35,104795.438424455
"163","Jake Scoggins","Arkansas State",27,-4.7,-0.16,0.32,95833.5040742867
"164","Kobe Wilson","Arkansas State",27,-8.9,-1.52,0.26,77504.4778925797
"165","Salif Boudie","Arkansas State",27,0.2,0.84,0.36,109233.528504119
"166","Ty Cockfield","Arkansas State",27,1.2,2.78,0.45,135218.291143604
"167","Malik Brevard","Arkansas State",27,-1.3,0.28,0.34,101724.444140824
"168","Christian Willis","Arkansas State",27,-7.3,-1.1,0.28,83093.4140696299
"169","Jonathan Adams Jr.","Arkansas State",27,-14.5,-0.13,0.32,96205.1055679354
"170","Tristin Walley","Arkansas State",27,-0.8,0.74,0.36,107906.202767608
"171","Alex King","Army",30,-3.9,-0.98,0.28,84695.1532168353
"172","John Scully","Army",30,1.7,0.1,0.33,99238.318295022
"173","Will Culliton","Army",30,-6.1,0,0.32,97913.9753129752
"174","Nick Finke","Army",30,-15.1,-0.1,0.32,96595.2249955485
"175","Lonnie Grayson","Army",30,-1.7,0.11,0.33,99377.0163776013
"176","Ben Kinker","Army",30,-6.5,-0.34,0.31,93383.9169706697
"177","Aaron Duhart","Army",30,-4.3,-0.75,0.29,87906.4612417141
"178","Parker Fennema","Army",30,-6,-0.01,0.32,97824.4926790531
"179","Mark Madden","Army",30,-10,-0.08,0.32,96840.1837059102
"180","Jordan Fox","Army",30,-2,0,0.32,97913.9753129752
"181","Josh Caldwell","Army",30,-3.6,-0.47,0.3,91614.3978848604
"182","Thomas Funk","Army",30,-0.4,1.32,0.38,115667.329883117
"183","John Emezie","Army",30,1.6,1.47,0.39,117604.62890753
"184","Cayne Edwards","Army",30,-2,0,0.32,97913.9753129752
"185","Tucker Blackwell","Army",30,-2.3,-0.06,0.32,97054.9420273232
"186","Brendan Thiele","Army",30,-28.9,-0.18,0.32,95506.8924604711
"187","Jordan Coleman","Army",30,-6,-0.01,0.32,97824.4926790531
"188","Matthew Wilson","Army",30,-4.8,-1.84,0.24,73265.983799137
"189","Jacob Kessler","Army",30,-0.8,0.42,0.34,103578.226040243
"190","John Miller","Army",30,-8,-0.1,0.32,96638.8477795855
"191","Myles Parker","Auburn",28,-19.8,-0.4,0.31,92580.9701216367
"192","Anfernee McLemore","Auburn",28,6.4,3.98,0.5,151368.66375218
"193","Preston Cook","Auburn",28,14.3,0.15,0.33,99867.4131695778
"194","Bryce Brown","Auburn",28,5.9,6.19,0.6,181039.347466149
"195","Cole Blackstock","Auburn",28,7.1,0.16,0.33,100095.114514826
"196","Austin Wiley","Auburn",28,1.5,0.96,0.37,110833.030585476
"197","Will Macoy","Auburn",28,5.9,0.16,0.33,99996.8434079294
"198","J'Von McCormick","Auburn",28,5.8,2.06,0.42,125583.284045025
"199","Horace Spencer","Auburn",28,6.3,3.08,0.46,139293.301885231
"200","Samir Doughty","Auburn",28,7.5,5.82,0.58,176015.536733095
"201","Jared Harper","Auburn",28,6,6.69,0.62,187748.148154039
"202","Chase Maasdorp","Auburn",28,-15.2,-0.21,0.32,95066.5100692403
"203","Devontae Williams","Auburn",28,-2,0,0.32,97913.9753129752
"204","Thomas Collier","Auburn",28,-11.7,-0.1,0.32,96635.2524951868
"205","Danjel Purifoy","Auburn",28,3.3,0.83,0.36,109092.912936527
"206","Malik Dunbar","Auburn",28,6.5,3.74,0.49,148134.106221524
"207","Chuma Okeke","Auburn",28,12.4,10.47,0.79,238388.92733723
"208","Zach Glotta","Austin Peay",29,1.5,2.37,0.43,129705.380920854
"209","Matheus Silveira","Austin Peay",29,0.6,0.14,0.33,99839.3947463331
"210","Jabari McGhee","Austin Peay",29,1.5,1.6,0.4,119378.236424027
"211","Isaiah Hart","Austin Peay",29,-1.6,0.07,0.33,98798.0020239641
"212","Antwuan Butler","Austin Peay",29,-5.3,-1.11,0.28,83022.0593830973
"213","Steve Harris","Austin Peay",29,-3.3,-0.89,0.29,85985.4002297497
"214","Jashaun Garrison","Austin Peay",29,-30.3,-0.15,0.32,95949.2143767722
"215","Terry Taylor","Austin Peay",29,4.4,5.22,0.56,167969.620849769
"216","Jarrett Givens","Austin Peay",29,2.6,2.53,0.44,131819.408147263
"217","Dayton Gumm","Austin Peay",29,1.2,1.26,0.38,114872.477245243
"218","Chris Porter-Bunton","Austin Peay",29,1.4,2.13,0.42,126515.24788133
"219","Ivan Cucak","Austin Peay",29,-1.4,0.09,0.33,99177.5318161163
"220","Richard Henderson","Austin Peay",29,-2.2,-0.03,0.32,97529.8171087235
"221","Kyle Mallers","Ball State",28,0.9,2.12,0.42,126377.841897128
"222","Zach Gunn","Ball State",28,1.3,1.05,0.37,111993.109018109
"223","Trey Moses","Ball State",28,3,3.32,0.47,142435.580449655
"224","Tahjai Teague","Ball State",28,5,4.95,0.55,164354.831000123
"225","K.J. Walton","Ball State",28,0.6,1.69,0.4,120660.141275134
"226","Austin Nehls","Ball State",28,1,0.96,0.37,110749.140616174
"227","Tayler Persons","Ball State",28,1.7,2.93,0.46,137245.18820613
"228","Josh Thompson","Ball State",28,-0.7,0.46,0.35,104083.483341067
"229","Blake Huggins","Ball State",28,-0.8,0.09,0.33,99121.9908709233
"230","Ishmael El-Amin","Ball State",28,0.4,0.64,0.35,106571.420144937
"231","Brachen Hazen","Ball State",28,-0.4,0.33,0.34,102362.540542245
"232","Makai Mason","Baylor",28,1.1,2.01,0.41,124922.950143806
"233","Obim Okeke","Baylor",28,-5,-0.08,0.32,96799.4371493921
"234","Tristan Clark","Baylor",28,14.3,6.07,0.6,179372.333933306
"235","Jared Butler","Baylor",28,4.1,3.95,0.5,150914.459489817
"236","Mario Kegler","Baylor",28,2.6,2.51,0.44,131652.124109955
"237","Flo Thamba","Baylor",28,5.1,1.86,0.41,122844.875761383
"238","Darius Allen","Baylor",28,3.2,0.52,0.35,104831.302495988
"239","Matthew Mayer","Baylor",28,1,0.98,0.37,111000.81052408
"240","Freddie Gillespie","Baylor",28,7,2.76,0.45,135017.310307097
"241","Mark Vital","Baylor",28,6.8,6.07,0.59,179330.388948655
"242","Devonte Bandoo","Baylor",28,4.7,3.48,0.48,144565.187241792
"243","King McClure","Baylor",28,5.8,4.51,0.53,158487.326861518
"244","Derek Sabin","Belmont",27,-5.6,-0.21,0.32,95095.2723444295
"245","Caleb Hollander","Belmont",27,-0.2,0.68,0.35,106996.462656067
"246","Michael Mayernick","Belmont",27,-5.6,-0.1,0.32,96616.477121105
"247","Nick Muszynski","Belmont",27,8.1,6.38,0.61,183521.514060489
"248","Kevin McClain","Belmont",27,1.5,2.88,0.45,136584.144125276
"249","Adam Kunkel","Belmont",27,-2.8,-0.14,0.32,96014.9549708509
"250","Michael Benkert","Belmont",27,-0.4,0.79,0.36,108472.926115781
"251","Dylan Windler","Belmont",27,8.1,8.33,0.7,209756.082386341
"252","Grayson Murphy","Belmont",27,2.1,3.03,0.46,138627.330933164
"253","Garrett Suedekum","Belmont",27,-3.9,-0.07,0.32,96993.0498721937
"254","Seth Adelsperger","Belmont",27,1.6,1.06,0.37,112096.972789626
"255","Tate Pierson","Belmont",27,-2.8,-0.11,0.32,96482.2531702218
"256","Nick Hopkins","Belmont",27,0.9,1.26,0.38,114817.493423729
"257","Cletrell Pope","Bethune-Cookman",28,-0.6,1.03,0.37,111755.820247798
"258","Armani Collins","Bethune-Cookman",28,-4,-0.49,0.3,91298.6520194497
"259","Ulmer Manzie","Bethune-Cookman",28,-18.3,-0.17,0.32,95569.849885052
"260","Houston Smith","Bethune-Cookman",28,-4.6,-1.44,0.26,78564.154679413
"261","Leon Redd","Bethune-Cookman",28,-4.9,-0.74,0.29,87974.2123788265
"262","Mark Gordon","Bethune-Cookman",28,-6.5,-2.37,0.22,66041.779118897
"263","Dondre Duffus","Bethune-Cookman",28,-4.4,-1.35,0.26,79764.9796685638
"264","Isaiah Bailey","Bethune-Cookman",28,-2.7,-0.04,0.32,97335.1345247917
"265","Danny Harris","Bethune-Cookman",28,0,0.02,0.33,98177.6295022099
"266","Davis Francis","Bethune-Cookman",28,-4.8,-0.4,0.31,92477.9053022086
"267","Malik Maitland","Bethune-Cookman",28,-1.1,0.61,0.35,106068.080329125
"268","Soufiyane Diakite","Bethune-Cookman",28,-1.2,0.26,0.34,101355.860910621
"269","Wali Parks","Bethune-Cookman",28,-5.5,-1.51,0.26,77696.4927112042
"270","Shawntrez Davis","Bethune-Cookman",28,-2.3,-0.14,0.32,96004.8792972893
"271","Jeremiah Gilyard","Bethune-Cookman",28,-8.3,-0.07,0.32,96932.4626721423
"272","Chancellor Barnard","Binghamton",29,-1.2,0.62,0.35,106226.60344353
"273","Everson Davis","Binghamton",29,-6.5,-2.36,0.22,66203.5669168365
"274","Albert Odero","Binghamton",29,-10,-0.74,0.29,88009.1734202203
"275","Sam Sessoms","Binghamton",29,-3.8,-1.56,0.26,77023.6373022513
"276","J.C. Show","Binghamton",29,-4.8,-2.28,0.22,67329.42816002
"277","Timmy Rose","Binghamton",29,-8.3,-2.23,0.23,67953.1066904166
"278","Caleb Stewart","Binghamton",29,-2.3,-0.23,0.31,94772.4406004951
"279","Calistus Anyichie","Binghamton",29,-1.2,0.16,0.33,100080.072175503
"280","Tyler Stewart","Binghamton",29,-18.5,-0.75,0.29,87795.1093606222
"281","Calvin Poulina","Binghamton",29,-13,-1.47,0.26,78185.3687392053
"282","Leo Gallagher","Binghamton",29,-12.2,-0.21,0.32,95081.3871081313
"283","Richard Caldwell","Binghamton",29,-10.7,-3.42,0.17,52009.3841109458
"284","Alex Hobbs","Boise State",28,0.5,1.74,0.4,121253.363200912
"285","Roderick Williams","Boise State",28,1.6,1.56,0.39,118795.387100364
"286","Derrick Alston","Boise State",28,1,2.02,0.41,125022.419678835
"287","Marcus Dickinson","Boise State",28,1.7,2.93,0.46,137200.846365213
"288","Zach Haney","Boise State",28,1.3,1.56,0.39,118914.03148552
"289","David Wacker","Boise State",28,2.9,2.08,0.42,125807.390105875
"290","Malek Harwell","Boise State",28,-1.2,0.2,0.33,100540.929780259
"291","Justinian Jessup","Boise State",28,4.1,5.27,0.56,168605.655587466
"292","Pat Dembley","Boise State",28,-4.1,-0.88,0.29,86035.1556598185
"293","Will Jackowitz","Boston College",27,-2.7,0,0.32,97913.9753129752
"294","Ervins Meznieks","Boston College",27,11.3,0.07,0.33,98905.7411722783
"295","Jairus Hamilton","Boston College",27,-1.9,0.05,0.33,98628.5935699918
"296","Wynston Tabbs","Boston College",27,3.5,2.4,0.43,130109.081309525
"297","Johncarlos Reyes","Boston College",27,-3.8,-0.26,0.31,94446.5232484944
"298","Nik Popovic","Boston College",27,2.4,2.86,0.45,136302.025265549
"299","Avery Wilson","Boston College",27,-3.8,-0.03,0.32,97466.5621433648
"300","Matt DiLuccio","Boston College",27,-2.7,0,0.32,97913.9753129752
"301","Steffon Mitchell","Boston College",27,8,6.14,0.6,180312.567382895
"302","Jordan Chatman","Boston College",27,1.1,2.3,0.43,128851.353177176
"303","Jared Hamilton","Boston College",27,-0.6,0.54,0.35,105204.324348905
"304","Vin Baker Jr.","Boston College",27,-0.8,0.09,0.33,99062.3357816419
"305","Lucas Kraljevic","Boston College",27,-0.9,0.11,0.33,99390.4387726896
"306","Chris Herren Jr.","Boston College",27,-1,0.38,0.34,102984.657901893
"307","Ky Bowman","Boston College",27,6.3,8.14,0.69,207153.62911644
"308","Darrell Brown","Bradley",30,-0.1,1.58,0.4,119144.848743914
"309","Peter Hanley","Bradley",30,-5,-0.04,0.32,97309.9675340011
"310","Ari Boya","Bradley",30,-2.5,-0.04,0.32,97410.6354971635
"311","Jayden Hodgson","Bradley",30,-5.1,-0.68,0.29,88759.901862746
"312","Luqman Lundy","Bradley",30,1.3,0.98,0.37,111054.500104433
"313","Ja'Shon Henry","Bradley",30,-4,-0.45,0.3,91896.268181715
"314","Elijah Childs","Bradley",30,-0.4,1.2,0.38,113967.159838597
"315","Luuk van Bree","Bradley",30,1.6,1.48,0.39,117765.69764859
"316","Dwayne Lautier-Ogunleye","Bradley",30,1.9,2.86,0.45,136258.402481512
"317","Antoine Pittman","Bradley",30,-2.3,-0.06,0.32,97118.6984039927
"318","Nate Kennell","Bradley",30,1.5,2.44,0.43,130681.397322318
"319","Armon Brummett","Bradley",30,-6.4,-0.47,0.3,91565.1824362033
"320","Koch Bar","Bradley",30,1.5,1.63,0.4,119758.923319204
"321","Desmond Cambridge","Brown",26,-0.3,1.21,0.38,114106.030003165
"322","Thomas Shaughnessy","Brown",26,-5.9,-0.2,0.32,95296.6082707542
"323","Zach Hunsaker","Brown",26,-1.5,0.31,0.34,102011.677659648
"324","Brandon Anderson","Brown",26,-3.1,-0.5,0.3,91227.2994521533
"325","David Mitchell","Brown",26,-2.3,-0.1,0.32,96613.0354813387
"326","Chris Sullivan","Brown",26,-1.7,0.09,0.33,99102.6316472383
"327","Travis Fuller","Brown",26,-7.8,-0.35,0.31,93272.9240882086
"328","Davis Franks","Brown",26,-5.6,-0.11,0.32,96380.7247971179
"329","Matt DeWolf","Brown",26,-0.1,0.62,0.35,106300.391013346
"330","Jake Shaper","Brown",26,-6.6,-0.12,0.32,96251.6633058842
"331","George Mawanda-Kalema","Brown",26,-2.8,-0.2,0.32,95281.1208918062
"332","Tamenang Choh","Brown",26,4.3,4.8,0.54,162391.805718457
"333","Jaylan Gainey","Brown",26,3.4,0.23,0.34,101050.169549956
"334","Joshua Howard","Brown",26,2.7,1.57,0.39,118962.613918292
"335","Obi Okolie","Brown",26,1.1,2.4,0.43,130161.279512646
"336","Byron Hawkins","Bryant",27,-6.4,-3.2,0.18,54932.4834857339
"337","Dren Dedushaj","Bryant",27,-6.8,-0.03,0.32,97496.3896880055
"338","Adam Grant","Bryant",27,-3.4,-1.25,0.27,81193.1509131457
"339","Kyle Cardaci","Bryant",27,-22.1,-0.37,0.31,92917.8615856588
"340","Taylor McHugh","Bryant",27,-6,-2.3,0.22,66992.7540354549
"341","Patrick Harding","Bryant",27,-4.9,-1.24,0.27,81334.831750189
"342","Mantvydas Urmilevicius","Bryant",27,-15.5,-0.65,0.3,89189.418505572
"343","Joe Kasperzyk","Bryant",27,-5.6,-2.24,0.23,67847.8103151548
"344","Nino Hernandez","Bryant",27,-5.9,-0.43,0.31,92194.543628122
"345","Sebastian Townes","Bryant",27,-4.4,-1.76,0.25,74290.5599575449
"346","Brandon Carroll","Bryant",27,-1,0.11,0.33,99455.0651194111
"347","Tanner Johnson","Bryant",27,-11.4,-1.93,0.24,71978.925247891
"348","Juan Cardenas","Bryant",27,2.1,2.14,0.42,126652.814574285
"349","Jordan Sechan","Bucknell",29,-18.4,-0.23,0.31,94877.7369757569
"350","Matt O'Reilly","Bucknell",29,-21.6,-0.25,0.31,94512.0924199028
"351","Nate Sestina","Bucknell",29,2.2,2.64,0.44,133390.754055015
"352","Bruce Moore","Bucknell",29,0.1,1.36,0.39,116186.946281478
"353","Ben Robertson","Bucknell",29,-0.6,0.23,0.34,101008.068801436
