"","Player","School","G","BPM","rawVORP","normVORP","Salary"
"929","Luke Sasser","George Washington",28,0.6,0.01,0.33,98069.7709702502
"930","D.J. Williams","George Washington",28,-3.2,-1,0.28,84525.1362123833
"931","Terry Nolan Jr.","George Washington",28,0.5,1.65,0.4,120024.974364705
"932","Maceo Jack","George Washington",28,-0.1,1.29,0.38,115173.737282786
"933","Arnaldo Toro","George Washington",28,0.1,0.39,0.34,103098.375415836
"934","Justin Williams","George Washington",28,1.9,1.42,0.39,116983.363763442
"935","Javier Langarica","George Washington",28,-2.1,-0.05,0.32,97257.2366961542
"936","Justin Mazzulla","George Washington",28,-1.4,0.5,0.35,104586.823156879
"937","Armel Potter","George Washington",28,-5.1,-1.31,0.27,80378.574872601
"938","Marcus Littles","George Washington",28,-8.5,-0.8,0.29,87164.0749609962
"939","Malcolm Elashari-Rashed","George Washington",28,-8.7,-0.02,0.32,97673.0912582653
"940","Jagan Mosely","Georgetown",28,1.1,1.28,0.38,115152.165576394
"941","James Akinjo","Georgetown",28,-0.5,1.16,0.38,113427.627493172
"942","Kaleb Johnson","Georgetown",28,2.9,1.47,0.39,117703.619071306
"943","Mac McClung","Georgetown",28,0,1.11,0.37,112774.48416075
"944","George Muresan","Georgetown",28,-15.4,-0.02,0.32,97592.796573362
"945","Jessie Govan","Georgetown",28,6.6,6.66,0.62,187271.173757151
"946","Jahvon Blair","Georgetown",28,0.5,0.78,0.36,108400.221475719
"947","Jaden Robinson","Georgetown",28,-26.9,-0.04,0.32,97317.1581027984
"948","Jamorko Pickett","Georgetown",28,2.5,2.54,0.44,132051.200678206
"949","Greg Malinowski","Georgetown",28,4.9,2.91,0.45,137027.074285945
"950","Trey Mourning","Georgetown",28,-1.1,0.31,0.34,102023.385380638
"951","Grayson Carter","Georgetown",28,-2.7,-0.03,0.32,97477.747472605
"952","Josh LeBlanc","Georgetown",28,8.7,6.51,0.61,185239.838071911
"953","Jordan Harris","Georgia",28,5.9,3.16,0.47,140328.743792043
"954","JoJo Toppin","Georgia",28,-4.8,-0.22,0.32,95028.160368988
"955","Derek Ogbeide","Georgia",28,0.5,1.32,0.38,115680.672382996
"956","Ignas Sargiunas","Georgia",28,-2.6,-0.06,0.32,97101.4410388791
"957","Nicolas Claxton","Georgia",28,7.1,7.12,0.64,193447.872354041
"958","Amanze Ngumezi","Georgia",28,-4.6,-0.41,0.31,92461.1273083482
"959","E'Torrion Wilridge","Georgia",28,1.9,1.57,0.39,118946.389045108
"960","Tye Fagan","Georgia",28,-0.7,0.36,0.34,102805.958951412
"961","Christian Harrison","Georgia",28,4.8,0.7,0.36,107367.176425173
"962","TeShaun Hightower","Georgia",28,-1.5,0.22,0.33,100904.053504523
"963","Rayshaun Hammonds","Georgia",28,4.7,4.04,0.5,152193.182307605
"964","Connor O'Neill","Georgia",28,1.6,0.04,0.33,98474.8396791654
"965","Mike Edwards","Georgia",28,-8.7,-0.27,0.31,94300.7144923267
"966","William Jackson II","Georgia",28,1.3,1.87,0.41,123066.584965967
"967","Tyree Crump","Georgia",28,1.4,1.7,0.4,120732.046963107
"968","D'Marcus Simonds","Georgia State",28,-1.4,0.54,0.35,105118.92524788
"969","Kane Williams","Georgia State",28,2,3.09,0.46,139379.588710798
"970","Nelson Phillips","Georgia State",28,0.9,0.95,0.37,110599.337099564
"971","Malik Benlevi","Georgia State",28,3.8,4.7,0.53,161027.994503234
"972","Damon Wilson","Georgia State",28,-0.3,0.75,0.36,107998.748051203
"973","Jordan Tyson","Georgia State",28,-2.3,-0.09,0.32,96673.6021954392
"974","Kavonte Ivery","Georgia State",28,-24.5,-0.58,0.3,90094.2317459002
"975","Josh Linder","Georgia State",28,-0.4,0.11,0.33,99428.7884729419
"976","Matt Chism","Georgia State",28,7.9,0.09,0.33,99100.4191645314
"977","James Wall","Georgia State",28,-16.7,-0.12,0.32,96328.4548931683
"978","Devin Mitchell","Georgia State",28,1.6,1.91,0.41,123541.162506589
"979","Chris Clerkley","Georgia State",28,6.6,0.13,0.33,99666.0772432531
"980","Jeff Thomas","Georgia State",28,1.2,2.52,0.44,131738.410935523
"981","Avi Schafer","Georgia Tech",29,6.9,0.02,0.33,98222.9218206113
"982","Khalid Moore","Georgia Tech",29,0.1,0.76,0.36,108168.222319236
"983","Abdoulaye Gueye","Georgia Tech",29,4,2.59,0.44,132696.492240103
"984","Curtis Haywood II","Georgia Tech",29,2.9,2.5,0.44,131479.219857956
"985","Michael Devoe","Georgia Tech",29,3.1,3.99,0.5,151438.089933672
"986","Malachi Rice","Georgia Tech",29,-28.4,-0.05,0.32,97303.024915852
"987","Jose Alvarado","Georgia Tech",29,4.6,5.33,0.56,169471.54057603
"988","Evan Cole","Georgia Tech",29,0.6,0.5,0.35,104592.773972436
"989","Kristian Sjolund","Georgia Tech",29,-3.1,-0.18,0.32,95482.9018577558
"990","Shaheed Medlock","Georgia Tech",29,-2.9,0,0.32,97893.1474585278
"991","James Banks III","Georgia Tech",29,6.5,6.02,0.59,178662.409902449
"992","Sylvester Ogbonda","Georgia Tech",29,-0.5,0.08,0.33,99042.1507622084
"993","Moses Wright","Georgia Tech",29,-1.3,0.28,0.34,101639.847053007
"994","Shembari Phillips","Georgia Tech",29,-3.5,-0.29,0.31,94078.1787855824
"995","Evan Jester","Georgia Tech",29,-40.4,-0.1,0.32,96580.9926283428
"996","Brandon Alston","Georgia Tech",29,-0.1,0.74,0.36,107829.191132954
"997","Zach Norvell Jr.","Gonzaga",29,11.2,10.1,0.77,233544.963474325
"998","Josh Perkins","Gonzaga",29,8.1,7.78,0.67,202393.435839191
"999","Brandon Clarke","Gonzaga",29,18.7,14.15,0.95,287853.593945873
"1000","Matthew Lang","Gonzaga",29,6.1,0.15,0.33,99882.2075582528
"1001","Corey Kispert","Gonzaga",29,7.8,6.46,0.61,184661.98908632
"1002","Rui Hachimura","Gonzaga",29,9.4,8.58,0.71,213071.182552549
"1003","Alex Martin","Gonzaga",29,-19.2,-0.03,0.32,97515.9318724252
"1004","Geno Crandall","Gonzaga",29,4.7,2.17,0.42,127063.714715111
"1005","Jeremy Jones","Gonzaga",29,10.7,4.61,0.53,159780.802742873
"1006","Killian Tillie","Gonzaga",29,10.9,1.72,0.4,121050.250294942
"1007","Jack Beach","Gonzaga",29,5.8,0.32,0.34,102155.915002092
"1008","Greg Foster Jr","Gonzaga",29,-0.4,0.17,0.33,100135.613120696
"1009","Filip Petrusev","Gonzaga",29,6.6,2.46,0.43,130951.580878622
"1010","Joel Ayayi","Gonzaga",29,9.9,1.16,0.38,113473.539688194
"1011","Shaq Athie","Grambling",27,-5.2,-0.48,0.3,91510.995730106
"1012","Zavier Peart","Grambling",27,-6.9,-1.71,0.25,74955.4656401604
"1013","Drake Wilks","Grambling",27,1.5,0.07,0.33,98827.4438675965
"1014","Axel Mpoyo","Grambling",27,-0.2,0.94,0.37,110463.914720548
"1015","Prince Moss","Grambling",27,-3.2,-0.48,0.3,91486.1394429054
"1016","Nigel Ribeiro","Grambling",27,-6.8,-1.85,0.24,73037.8030826357
"1017","Travon Bunch","Grambling",27,-2.8,-0.26,0.31,94424.1525900139
"1018","Devante Jackson","Grambling",27,-5,-1.47,0.26,78190.5114193157
"1019","Anthony Gaston","Grambling",27,-4.7,-1.4,0.26,79089.0662016166
"1020","Lasani Johnson","Grambling",27,-1.7,0.11,0.33,99390.4387726896
"1021","Dallas Polk-Hilliard","Grambling",27,-2.1,-0.08,0.32,96866.2828074708
"1022","Ivy Smith Jr.","Grambling",27,0.1,1.52,0.39,118323.472733371
"1023","Bobby Jackson","Grambling",27,-6.7,-0.09,0.32,96745.729814548
"1024","Jay Head","Grambling",27,-6.8,0,0.32,97913.9753129752
"1025","Trey Drechsel","Grand Canyon",27,2.2,2.68,0.44,133930.735466614
"1026","Quinn Smith","Grand Canyon",27,-15.9,-0.05,0.32,97222.9705287991
"1027","Gerard Martin","Grand Canyon",27,3.8,1.97,0.41,124368.521780551
"1028","Alessandro Lever","Grand Canyon",27,-0.2,1.12,0.37,112902.316494924
"1029","Oscar Frayer","Grand Canyon",27,4.1,3.72,0.49,147873.869771779
"1030","Michael Finke","Grand Canyon",27,5.9,4.24,0.51,154761.546955059
"1031","Roberts Blumbergs","Grand Canyon",27,1.8,0.74,0.36,107831.633906006
"1032","Tim Finke","Grand Canyon",27,1.1,1.31,0.38,115482.399106344
"1033","Raef Gerdes","Grand Canyon",27,-4.7,-0.06,0.32,97108.6316076764
"1034","Carlos Johnson","Grand Canyon",27,0.5,1.43,0.39,117146.527534423
"1035","Matt Jackson","Grand Canyon",27,2.2,1.52,0.39,118271.274530249
"1036","Damari Milstead","Grand Canyon",27,1.8,2.66,0.44,133664.773193568
"1037","Josh McNair","Green Bay",29,-0.1,0.62,0.35,106246.274194953
"1038","PJ Pipes","Green Bay",29,-2.8,-0.42,0.31,92239.5420790885
"1039","ShanQuan Hemphill","Green Bay",29,-1.9,0.07,0.33,98833.8722177345
"1040","Kameron Hankerson","Green Bay",29,-0.2,1.07,0.37,112222.711318326
"1041","T.J. Parham","Green Bay",29,2.8,0.42,0.34,103579.151722663
"1042","Sandy Cohen","Green Bay",29,4.3,5.21,0.56,167895.566256178
"1043","JayQuan McCloud","Green Bay",29,-0.4,1.04,0.37,111854.752556423
"1044","Manny Patterson","Green Bay",29,-4.7,-0.97,0.28,84917.394137809
"1045","Hunter Crist","Green Bay",29,-2.3,-0.05,0.32,97261.3692069572
"1046","Trevian Bell","Green Bay",29,-4.4,-0.76,0.29,87694.4413974599
"1047","Cody Schwartz","Green Bay",29,-4.2,-0.82,0.29,86916.8681647576
"1048","Jevon Smith","Green Bay",29,-5.5,-0.47,0.3,91555.6941913995
"1049","Greg Heckstall","Hampton",27,-3.4,-0.57,0.3,90310.4370583181
"1050","Benjamin Stanley","Hampton",27,-4.7,-0.7,0.29,88551.8547388771
"1051","Devon Oakley","Hampton",27,-6.6,-0.35,0.31,93168.9100863847
"1052","Ricquall Smoot","Hampton",27,-5.6,-0.54,0.3,90665.8819652863
"1053","Jerry Carter","Hampton",27,-10.1,-0.04,0.32,97309.9675340011
"1054","Jermaine Marrow","Hampton",27,2.6,4.2,0.51,154283.063426448
"1055","Eugene Marshall III","Hampton",27,-6.5,-0.2,0.32,95285.422941514
"1056","Pierre Sow","Hampton",27,-10,-0.16,0.32,95826.0471881265
"1057","Kalin Fisher","Hampton",27,0,1.76,0.4,121502.591866325
"1058","JJ Watson","Hampton",27,19.5,0.2,0.33,100586.026187037
"1059","Akim Mitchell","Hampton",27,-0.1,1.44,0.39,117253.409569386
"1060","Lysander Bracey","Hampton",27,-4.3,-0.92,0.28,85565.3718317275
"1061","Trey Carver","Hampton",27,-6.6,-1.5,0.26,77790.3251953864
"1062","Dondre Griffin","Hampton",27,-5.1,-0.74,0.29,88012.4733066245
"1063","Austin Colbert","Hampton",27,-5.3,-0.38,0.31,92828.3789517367
"1064","Trevond Barnes","Hampton",27,0.5,1.36,0.39,116121.205687399
"1065","DJ Mitchell","Hartford",29,-6.2,-0.53,0.3,90818.6195645671
"1066","Zach Brown","Hartford",29,-8.5,-0.1,0.32,96560.1647738954
"1067","Petr Stepanyants","Hartford",29,-8.4,-0.03,0.32,97469.6477514311
"1068","Nikola Colovic","Hartford",29,-2.3,-0.01,0.32,97750.8237864707
"1069","J.R. Lynch","Hartford",29,2.6,4.29,0.52,155558.533805179
"1070","George Blagojevic","Hartford",29,0.3,1.83,0.41,122424.888688469
"1071","Hunter Marks","Hartford",29,-14.9,-0.36,0.31,93137.4540263756
"1072","Darius Kinnel","Hartford",29,-9.2,-0.19,0.32,95414.6327792894
"1073","Michael Dunne","Hartford",29,4.5,0.27,0.34,101524.136750521
"1074","Jason Dunne","Hartford",29,-1.9,0.09,0.33,99121.9908709233
"1075","Travis Weatherington","Hartford",29,0.5,1.93,0.41,123804.155494096
"1076","John Carroll","Hartford",29,-2.9,-0.62,0.3,89541.1778251277
"1077","Romain Boxus","Hartford",29,-4.3,-0.51,0.3,91127.5660722033
"1078","Max Twyman","Hartford",29,-0.9,0.32,0.34,102152.443693017
"1079","Eddie Davis","Hartford",29,-4.7,-0.44,0.31,92040.5203588135
"1080","Balsa Dragovic","Harvard",23,-12,-0.02,0.32,97622.1841154032
"1081","Noah Kirkwood","Harvard",23,-0.5,0.87,0.36,109600.212775734
"1082","Corey Johnson","Harvard",23,-0.3,0.39,0.34,103122.448189636
"1083","Bryce Aiken","Harvard",23,2.5,1.59,0.4,119316.859654882
"1084","Kale Catchings","Harvard",23,7,0.57,0.35,105529.725569605
"1085","Spencer Freedman","Harvard",23,-7.3,-1.11,0.28,82990.3145131545
"1086","Robbie Feinberg","Harvard",23,-52.8,-0.11,0.32,96431.6760293094
"1087","Christian Juzang","Harvard",23,1.5,2.53,0.44,131820.112470843
"1088","Tommy McCarthy","Harvard",23,-15.5,-0.12,0.32,96338.3028460863
"1089","Henry Welsh","Harvard",23,-2.3,-0.09,0.32,96644.6836035369
"1090","Rio Haskett","Harvard",23,-3.1,-0.39,0.31,92634.0135929096
"1091","Justin Bassey","Harvard",23,4.6,4.55,0.53,158962.529668992
"1092","Mason Forbes","Harvard",23,-1.5,0.07,0.33,98891.4758248414
"1093","James McLean","Harvard",23,-3.2,0,0.32,97878.9603692666
"1094","Weisner Perez","Harvard",23,-9.1,-0.02,0.32,97603.217687561
"1095","Danilo Djuricic","Harvard",23,0.5,1.26,0.38,114764.916972759
"1096","Robert Baker","Harvard",23,1.4,1.39,0.39,116565.268661778
"1097","Chris Lewis","Harvard",23,4.5,3.35,0.47,142864.409298944
"1098","Samuta Avea","Hawaii",27,-2.9,-0.36,0.31,93025.9864349813
"1099","Huthifah Abdel Jawad","Hawaii",27,-14.1,-0.16,0.32,95808.6477870861
"1100","Owen Hulland","Hawaii",27,-6,-0.2,0.32,95179.7837209115
"1101","Brocke Stepteau","Hawaii",27,-1.9,0.07,0.33,98822.4726101564
"1102","Justin Hemsley","Hawaii",27,1.3,0.1,0.33,99267.4001510467
"1103","Drew Buggs","Hawaii",27,1.9,2.89,0.45,136689.783345878
"1104","Eddie Stansberry","Hawaii",27,-0.9,0.75,0.36,107948.458455849
"1105","Brandon Thomas","Hawaii",27,-8,-0.44,0.31,92023.035246438
"1106","Dawson Carper","Hawaii",27,-2.3,-0.05,0.32,97268.9546601202
"1107","Mate Colina","Hawaii",27,-3.3,-0.23,0.31,94811.9106703429
"1108","Zigmars Raimo","Hawaii",27,2.1,2.82,0.45,135722.873773776
"1109","Leland Green","Hawaii",27,-5.4,-0.52,0.3,90984.0424414537
"1110","Sheriff Drammeh","Hawaii",27,-1.7,0.13,0.33,99677.5288898563
"1111","Jack Purchase","Hawaii",27,3.8,4.42,0.52,157238.475974597
"1112","Cliff Thomas Jr.","High Point",29,3.3,0.16,0.33,100121.727884398
"1113","Ricky Madison","High Point",29,-1.2,0.6,0.35,105958.155541764
"1114","Brandon Kamga","High Point",29,0.1,1.29,0.38,115239.278904122
"1115","Denny Slay","High Point",29,-7.2,-1.56,0.26,76914.869617915
"1116","Jahaad Proctor","High Point",29,2.8,4.14,0.51,153510.461451186
"1117","Sam Berlin","High Point",29,-7.1,-0.52,0.3,90891.517055133
"1118","Rob Peterson III","High Point",29,-7.5,-1.01,0.28,84294.8727104372
"1119","Caden Sanchez","High Point",29,-4.2,-0.65,0.3,89157.019620876
"1120","Dexter Gooding","High Point",29,-5.8,-0.31,0.31,93736.8333932503
"1121","Jordan Whitehead","High Point",29,-0.8,0.85,0.36,109341.524786439
"1122","Curtis Holland III","High Point",29,-3.7,-0.88,0.29,86052.5122051913
"1123","Tim Cameron","High Point",29,2.9,0.81,0.36,108800.000570807
"1124","Jamal Wright","High Point",29,-3.6,-0.72,0.29,88305.3917945831
"1125","Desure Buie","Hofstra",29,3.7,4.63,0.53,160109.420001932
"1126","Justin Wright-Foreman","Hofstra",29,3.8,5.46,0.57,171133.140519721
"1127","Eli Pemberton","Hofstra",29,1.3,2.86,0.45,136251.112732456
"1128","Kenny Wormley","Hofstra",29,0.3,0.15,0.33,99883.3646612776
"1129","Tareq Coburn","Hofstra",29,0.8,1.65,0.4,120010.014675598
"1130","Jacquil Taylor","Hofstra",29,5.3,4.58,0.53,159322.58994503
"1131","Connor Klementowicz","Hofstra",29,1.8,0.1,0.33,99233.0727613094
"1132","Jalen Ray","Hofstra",29,-1.5,0.28,0.34,101622.490507634
"1133","Dan Dwyer","Hofstra",29,2.8,1.73,0.4,121185.63134885
"1134","Kevin Schutte","Hofstra",29,-14.3,-0.32,0.31,93644.2651512619
"1135","Stafford Trueheart","Hofstra",29,-1.3,0.18,0.33,100343.89166517
"1136","Matija Radovic","Hofstra",29,-9.4,-0.22,0.31,94917.0784786019
"1137","Matt Faw","Holy Cross",30,-1.7,0.14,0.33,99833.3778106039
"1138","Jacob Grandison","Holy Cross",30,-1.6,0.34,0.34,102522.330959963
"1139","Connor Niego","Holy Cross",30,-4.7,-0.29,0.31,94078.5259164898
"1140","Caleb Green","Holy Cross",30,-4,-1.77,0.25,74089.2240312202
"1141","Matt Zignorski","Holy Cross",30,-7.5,-0.76,0.29,87701.7697166173
"1142","Austin Butler","Holy Cross",30,-2.2,-0.17,0.32,95594.1380285451
"1143","Clayton Le Sann","Holy Cross",30,-10.7,-0.67,0.3,88961.2377890706
"1144","Jehyve Floyd","Holy Cross",30,6.5,6.5,0.61,185098.024076186
"1145","Pat Benzan","Holy Cross",30,-4,-1.31,0.27,80285.8964303245
"1146","Kyle Copeland","Holy Cross",30,-4.4,-0.41,0.31,92357.1037464137
"1147","Marlon Hargis","Holy Cross",30,-11.2,-0.41,0.31,92357.1037464137
"1148","Lincoln Yeutter","Holy Cross",30,26.4,0.05,0.33,98549.302013822
"1149","Blake Verbeek","Holy Cross",30,-27.1,-0.38,0.31,92860.4435622255
"1150","Galen Robinson Jr.","Houston",28,4.8,5.15,0.55,167020.135167659
"1151","Breaon Brady","Houston",28,6.9,3.12,0.46,139831.396116896
"1152","Fabian White Jr.","Houston",28,4,2.09,0.42,125957.193622486
"1153","Corey Davis Jr.","Houston",28,7.9,7.95,0.68,204575.277567878
"1154","Brison Gresham","Houston",28,10.8,4.65,0.53,160347.287323755
"1155","Nate Hinton","Houston",28,5.9,3.82,0.5,149228.271106848
"1156","Cedrick Alley Jr","Houston",28,4.9,3.65,0.49,146950.059226233
"1157","Caleb Broodo","Houston",28,-14.2,-0.08,0.32,96890.5176874914
"1158","Chris Harris","Houston",28,10.3,2.21,0.42,127542.714042293
"1159","Dejon Jarreau","Houston",28,8.4,3.41,0.48,143655.580288932
"1160","Armoni Brooks","Houston",28,5.4,5.67,0.58,174004.574326113
"1161","Landon Goesling","Houston",28,-2.4,-0.03,0.32,97472.9537600735
"1162","Ty Dalton","Houston Baptist",26,-1.8,0.07,0.33,98881.9364972285
"1163","Jackson Stent","Houston Baptist",26,-4.9,-0.91,0.28,85637.6462668185
"1164","Nick Jones","Houston Baptist",26,16.7,0.27,0.34,101534.150142083
"1165","Stephen O'Suji","Houston Baptist",26,-3.1,-0.45,0.3,91894.5473618319
"1166","Philip McKenzie","Houston Baptist",26,-2.5,-0.27,0.31,94261.5351110593
"1167","Qon Murphy","Houston Baptist",26,-8.7,-1.02,0.28,84251.5258509677
"1168","Jalon Gates","Houston Baptist",26,-7.2,-1.54,0.26,77243.4868769737
"1169","Braxton Bonds","Houston Baptist",26,-1.3,0.53,0.35,104996.869951885
"1170","Oliver Lynch-Daniels","Houston Baptist",26,-5.2,-1.98,0.24,71316.9831995187
"1171","Benjamin Uloko","Houston Baptist",26,-5.2,-1.09,0.28,83335.1892632079
"1172","Andre Charles Jr.","Houston Baptist",26,-6.8,-0.06,0.32,97108.6316076764
"1173","Edward Hardt","Houston Baptist",26,-4.7,-1.47,0.26,78155.9516199965
"1174","Ian Dubose","Houston Baptist",26,2.7,3.57,0.48,145895.165908956
"1175","Raymond Bethea Jr.","Howard",29,-4.9,-0.83,0.29,86739.8314019549
"1176","Jalen Jones","Howard",29,-4.4,-0.72,0.29,88222.0803767936
"1177","Phillip Jones","Howard",29,-3.7,-0.01,0.32,97736.9385501724
"1178","Princewill Anosike","Howard",29,-6.7,-0.83,0.29,86819.6715106698
"1179","Nate Garvey","Howard",29,-3.4,-0.06,0.32,97152.6015226209
"1180","Andre Toure","Howard",29,-6.3,-1.7,0.25,75125.9883414899
"1181","Charles Williams","Howard",29,-5.1,-2.39,0.22,65810.151888386
"1182","Marcus Hall","Howard",29,-1.9,0,0.32,97919.7608280995
"1183","Akuwovo Ogheneyole","Howard",29,-4.6,-1.28,0.27,80735.6238059847
"1184","Cameron Lewis","Howard",29,-5.8,-0.22,0.31,94924.0210967511
"1185","Langston Gaither","Howard",29,-8.1,-0.21,0.32,95161.2272168462
"1186","Justin Cotten","Howard",29,-6.4,-0.19,0.32,95317.4361252016
"1187","Kyle Foster","Howard",29,-5.5,-0.65,0.3,89166.2764450749
"1188","Chad Lott","Howard",29,-5.1,-2.12,0.23,69504.7818467465
"1189","Zion Cousins","Howard",29,-3.7,-1.16,0.27,82354.4109377562
"1190","RJ Cole","Howard",29,1.9,3.43,0.48,143988.660659658
"1191","Rayquawndis Mitchell","Idaho",27,-8.7,-2.98,0.19,57945.0654944441
"1192","Scott Blakney","Idaho",27,-5,-1.62,0.25,76102.5832944671
"1193","Marquell Fraser","Idaho",27,-3.6,-0.31,0.31,93758.0040930384
"1194","Cassius Smits-Francisco","Idaho",27,-6.7,-1.76,0.25,74257.0039698241
"1195","Cameron Tyson","Idaho",27,-4.6,-1.61,0.25,76296.4623346316
"1196","Xavier Smith","Idaho",27,-9.8,-2.43,0.22,65342.2965653364
"1197","Jared Rodriguez","Idaho",27,-6.1,-2.71,0.2,61480.8723487265
"1198","Chance Garvin","Idaho",27,-9.4,-1.56,0.26,76945.2114305667
"1199","Losini Kamara","Idaho",27,-7.9,-1.39,0.26,79289.1593135813
"1200","Geno West","Idaho",27,-7.4,-2.42,0.22,65431.7791992585
"1201","Khadim Samb","Idaho",27,-10.7,-1.97,0.24,71423.3872289581
"1202","Trevon Allen","Idaho",27,-5.1,-2.33,0.22,66668.3794874873
"1203","Blake Truman","Idaho State",25,-6.5,-0.45,0.3,91873.8975232345
"1204","Chidi Udengwu","Idaho State",25,-7.1,-0.74,0.29,87988.114145168
"1205","Kelvin Jones","Idaho State",25,-4.4,-1.1,0.28,83192.2923801139
"1206","Balint Mocsan","Idaho State",25,-0.9,0.72,0.36,107540.517070313
"1207","Brandon Boyd","Idaho State",25,-4.7,-2,0.24,71096.0299265265
"1208","Jared Stutzman","Idaho State",25,-3.3,-0.86,0.29,86327.7638727437
"1209","Austin Smellie","Idaho State",25,-4.2,-0.54,0.3,90620.2458219861
"1210","Sam Dowd","Idaho State",25,-13.3,-2.1,0.23,69702.7853163596
"1211","Alonzo Walker","Idaho State",25,-2.6,-0.26,0.31,94378.5164467136
"1212","Andrew Vaughan","Idaho State",25,-27,-0.12,0.32,96236.1759269361
"1213","Gary Chivichyan","Idaho State",25,-4.7,-1.2,0.27,81750.7271476291
"1214","Lyle Sutton","Idaho State",25,1,0.18,0.33,100289.739243607
"1215","Chier Maker","Idaho State",25,-3.2,-0.79,0.29,87363.9727735614
"1216","Houston Wahlen","Idaho State",25,-11.4,-0.05,0.32,97283.1227438245
"1217","Da'Monte Williams","Illinois",28,4.2,3.42,0.48,143758.64510836
"1218","Samson Oladimeji","Illinois",28,-5.4,-0.07,0.32,97017.5510695772
"1219","Ayo Dosunmu","Illinois",28,4.9,5.16,0.55,167209.486812655
"1220","Zach Griffith","Illinois",28,-7.7,-0.09,0.32,96684.3880486351
"1221","Trent Frazier","Illinois",28,4.5,4.71,0.53,161167.012166649
"1222","Andres Feliz","Illinois",28,2.7,2.56,0.44,132329.236005035
"1223","Samba Kane","Illinois",28,4.1,0.44,0.34,103762.304601454
"1224","Adonis De La Rosa","Illinois",28,-3.9,-0.3,0.31,93838.1212330331
"1225","Tyler Underwood","Illinois",28,1.2,0.17,0.33,100214.957328114
"1226","Alan Griffin","Illinois",28,0.2,0.39,0.34,103160.693678746
"1227","Kipper Nichols","Illinois",28,3.2,2.49,0.44,131316.564232748
"1228","Drew Cayce","Illinois",28,-10.5,-0.1,0.32,96589.7122261372
"1229","Aaron Jordan","Illinois",28,6.7,5.83,0.58,176215.674231286
"1230","Giorgi Bezhanishvili","Illinois",28,2.6,2.97,0.46,137771.298156467
"1231","Tevian Jones","Illinois",28,4.5,1.11,0.37,112792.460582743
"1232","Matt Hein","Illinois State",30,-4.8,-0.6,0.3,89927.6502354292
"1233","Matt Chastain","Illinois State",30,1.2,1.64,0.4,119926.703257808
"1234","Rey Idowu","Illinois State",30,-1.7,0.08,0.33,98930.7217409149
"1235","Isaac Gassman","Illinois State",30,-1.8,0.06,0.33,98685.7630305531
"1236","Josh Jefferson","Illinois State",30,1.8,1.39,0.39,116530.837300465
"1237","Milik Yarbrough","Illinois State",30,2.1,3.05,0.46,138866.821260341
"1238","Zach Copeland","Illinois State",30,-2,0,0.32,97913.9753129752
"1239","William Tinsley","Illinois State",30,-0.5,0.75,0.36,108047.883604651
"1240","Phil Fayne","Illinois State",30,3,3.59,0.48,146122.744338498
"1241","Keyshawn Evans","Illinois State",30,-4,-1.48,0.26,78093.5718992335
"1242","Bryce Davis","Incarnate Word",28,-15.1,-1.74,0.25,74521.8565871917
"1243","Jordan Caruso","Incarnate Word",28,-7.7,-3.11,0.19,56108.0083254128
"1244","Dwight Murray Jr","Incarnate Word",28,-6.4,-2.52,0.21,64113.508253085
"1245","Antoine Smith Jr","Incarnate Word",28,-7.5,-3.06,0.19,56849.8353396686
"1246","Charles Brown III","Incarnate Word",28,-4.6,-1.33,0.27,80028.6338577986
"1247","Romello Wilbert","Incarnate Word",28,-10.8,-2.03,0.23,70704.8629839528
"1248","Christian Peevy","Incarnate Word",28,-2.8,-0.44,0.31,92036.8837493069
"1249","Augustine Ene","Incarnate Word",28,-2.8,-0.54,0.3,90617.944839971
"1250","Morgan Taylor","Incarnate Word",28,-8.8,-3.22,0.18,54641.1322907614
"1251","Cody Graham","Incarnate Word",28,-6,-2.18,0.23,68672.3288705797
"1252","Jorden Kite","Incarnate Word",28,-7.1,-1.27,0.27,80861.5414101537
"1253","Vijay Blackmon","Indiana",28,2.2,0.05,0.33,98517.9830919493
"1254","Evan Fitzner","Indiana",28,1.9,1.07,0.37,112309.494045191
"1255","Johnny Jager","Indiana",28,1.1,0.04,0.33,98434.0931226473
"1256","Quentin Taylor","Indiana",28,-7.9,-0.04,0.32,97348.3172342534
"1257","Rob Phinisee","Indiana",28,3.6,3.34,0.47,142744.77490794
"1258","Jake Forrester","Indiana",28,-7.9,-0.28,0.31,94166.4905414436
"1259","Justin Smith","Indiana",28,1.1,1.94,0.41,123957.0170687
"1260","Race Thompson","Indiana",28,3.5,0.22,0.33,100814.171394557
"1261","Damezi Anderson","Indiana",28,-1.9,0.02,0.33,98147.6687988878
"1262","Zach McRoberts","Indiana",28,4.3,1.68,0.4,120413.265079759
"1263","Aljami Durham","Indiana",28,2.1,2.79,0.45,135306.131487122
"1264","Juwan Morgan","Indiana",28,12.8,10.9,0.81,244242.050338241
"1265","Devonte Green","Indiana",28,3.1,2.26,0.43,128290.533197213
"1266","De'Ron Davis","Indiana",28,6.3,2.3,0.43,128749.531172108
"1267","Romeo Langford","Indiana",28,6.6,7.29,0.65,195722.488950256
"1268","Clifton Moore","Indiana",28,8.9,0.56,0.35,105490.437969075
"1269","Emondre Rickman","Indiana State",29,-5.8,-1.54,0.26,77248.1152890731
"1270","Daniel Huenermann","Indiana State",29,-9.5,-0.19,0.32,95310.4935070525
